article	aid	url	imageUrl	iid	hashvalueImage	title	text	nReads	nRecs	nClicks	ctr
510615531	119908	https://www.ksta.de/politik/-gorch-fock---rechnungshof-erhebt-vorwurf-gegen-bundeswehr-31869214	https://www.ksta.de/image/31869212/2x1/300/150/6d15cd9373a02de5bc523149e0d5b740/KX/urn-newsml-dpa-com-20090101-190113-99-545419-large-4-3.jpg	120543	ffffefcb81812080	„Gorch Fock”: Rech­nungshof erhebt Vorwurf gegen Bundes­wehr	Für die explo­die­renden Kosten im Fall des Mari­ne-Se­gel­schul­schiffes „Gorch Fock” macht der Bundes­rech­nungshof einem Medien­be­richt zufolge schwere Versäum­nisse bei Bundes­wehr und Vertei­di­gungs­mi­nis­te­rium verant­wort­lich.In einem vertrau­	3	28	0	0.0
510615562	119909	https://www.ksta.de/politik/brexit--harter-machtkampf-zwischen-regierung-und-parlament-31866994	https://www.ksta.de/image/31868316/2x1/300/150/7d8b09a55f0e4496353d351456578c12/pe/urn-newsml-dpa-com-20090101-190113-99-544206-large-4-3.jpg	120544	faffbeb030404818	Brexit: Harter Macht­kampf zwischen Regie­rung und Parla­ment	Kurz vor der entschei­denden Brexit-Ab­stim­mung nimmt der Macht­kampf zwischen der briti­schen Regie­rung und dem Parla­ment an Schärfe zu. Die Oppo­si­tion um Labour-Chef Jeremy Corbyn erhöhte den Druck auf Premier­mi­nis­terin Theresa May und drohte er	1	26	0	0.0
510615860	119910	https://www.ksta.de/sport/fussball/-will-noch-einige-jahre-spielen--lukas-podolski-traut-sich-bundesliga-rueckkehr-zu-31869290	https://www.ksta.de/image/31869310/2x1/300/150/6f6a5357b83c3242826ca8c0212fe782/Bj/podolski-neu.jpg	120545	043a3e3c3c3c6efa	Lukas Podolski traut sich Bundes­li­ga-Rück­kehr zu	Lukas Podolski verschwendet noch keinen Gedanken an ein baldiges Karrie­reende als Fußball-Profi. „Ich bin gesund und fühle mich absolut fit. Ich will noch einige Jahre spielen“, sagte der 33 Jahre alte ehema­lige Natio­nal­spieler, der seit 2017 beim jap	1699	70	0	0.0
510615907	119911	https://www.ksta.de/panorama/-no-pants-subway-ride--100-menschen-fahren-in-unterhosen-durch-berlin-31869302	https://www.ksta.de/image/31869314/2x1/300/150/3c9de794496d89ef023d74dbb0c17cc2/MI/ein-mann-in-unterhose-beim--no-pants-subway-ride--in-berlin-am-13-01-2019.jpg	120546	e3ef8d981c0c0004	100 Menschen fahren in Unter­hosen durch Berlin	Knapp 100 Menschen sind nach Veran­stal­ter­an­gaben gemeinsam ohne Hosen in Berlin U-Bahn gefahren. Mit dem jähr­lich statt­fin­denden „No Pants Subway Ride“ solle am Sonntag „den Fahr­gästen ein Lächeln ins Gesicht“ gezau­bert werden, sagte eine Spre­ch	1649	8765	27	0.003080433542498574
510619240	119912	https://www.ksta.de/region/leverkusen/stadt-leverkusen/feuerwehreinsatz-brandstiftung-unterm-city-center-31868036	https://www.ksta.de/image/31868042/2x1/300/150/24f01c15f070acae37a67244bf120586/vJ/leverkusen-brandstiftung-alf-9541.jpg	120547	010929392d9f777f	Feuer unterm City­-Center war laut Polizei Brand­stif­tung	Nach dem Brand in der Tief­ga­rage unter dem City­-Center (City C) in Wies­dorf sucht die Polizei Zeugen. Denn mitt­ler­weile steht fest, dass an den zwei zerstörten Autos von einem oder mehreren Brand­stif­tern Feuer gelegt worden ist.Es gibt mehrere Hin	5648	1826	2	0.001095290251916758
510621099	119914	https://www.ksta.de/sport/fussball/zorc---fuer-traeumereien-bekommen-wir-keinen-sieg--31869418	https://www.ksta.de/image/31869416/2x1/300/150/e3172b6d7a4ed14cc1018c931d349be2/ka/urn-newsml-dpa-com-20090101-190113-99-545776-large-4-3.jpg	120549	1c1c1809c7c70787	Zorc: „Für Träu­me­reien bekommen wir keinen Sieg”	Sport­di­rektor Michael Zorc von Bundes­li­ga-Herbst­meister Borussia Dort­mund hat vor Nach­läs­sig­keiten im Titel­kampf gewarnt.„Aktuell ist es so: Du guckst auf die Tabelle, Weih­nachten kommt, dann Neujahr, du bist irgendwo im Urlaub und viele klopfe	12	94	0	0.0
510626387	119916	https://www.ksta.de/region/euskirchen-eifel/die-menschen-auf-die-rueckkehr-des-wolfs-vorbereiten-31868874	https://www.ksta.de/image/24105550/2x1/300/150/895b090a69835619d397e90cd7f846c7/rc/woefle-symbolbild-23052016.jpg	120551	000e1e3c7cfffffb	Menschen müssen sich auf die Rück­kehr des Wolfs vorbe­reiten	„Bis­lang ist im Natio­nal­park Eifel noch kein Wolf nach­ge­wiesen worden“, so Michael Lammertz, der stell­ver­tre­tende Chef der Natio­nal­park-Ver­wal­tung. „Wir haben das Thema aber trotzdem schon aufge­griffen. “ Es sei wichtig, früh­zeitig zu infor­	4765	15166	64	0.0042199657127785836
510626700	119917	https://www.ksta.de/sport/mix/kobayashi-fliegt-am-rekord-vorbei-31869412	https://www.ksta.de/image/31869410/2x1/300/150/aa54d3dae1d7a3519059e13a34dcbc6a/WA/urn-newsml-dpa-com-20090101-190113-99-545763-large-4-3.jpg	120552	f7f7c703e3e1edc4	Koba­yashi fliegt am Rekord vorbei	Die Sieges­serie von Über­flieger Ryoyu Koba­yashi ist vorbei, die Abreise aus Predazzo muss der Japaner ohne einen allei­nigen Rekord in der Skisprung-His­torie antreten.Nach zuletzt sechs Welt­cup-Siegen in Serie wurde der 22-Jäh­rige nur Siebter und ve	2	57	0	0.0
510626722	119918	https://www.ksta.de/sport/fussball/tottenham-hotspur-verliert-0-1-gegen-manchester-united-31869432	https://www.ksta.de/image/31869430/2x1/300/150/ba79f67d0e96e189be84b6c596d3585e/Bn/urn-newsml-dpa-com-20090101-190113-99-545810-large-4-3.jpg	120553	0d5ef6262f838380	Tottenham Hotspur verliert 0:1 gegen Manche­ster United	Tottenham Hotspur hat in der engli­schen Premier League den vorläu­figen Sprung auf Tabel­len­platz zwei verpasst.Die Spurs unter­lagen im Heim­spiel Manche­ster United mit 0:1 (0:1). Das Tor für den Fußball-Re­kord­meister erzielte der engli­sche Natio­n	6	44	0	0.0
510629635	119921	https://www.ksta.de/koeln/gelaende-des-hertie-kaufhauses-baugenehmigung-fuer-die-neue-porzer-mitte-ist-da-31862514	https://www.ksta.de/image/31862510/2x1/300/150/b57f75d30d5c582d177be885fa716521/lS/71-142528246--null--11-01-2019-17-00-19-871-.jpg	120556	fffbf3e343030100	Bauge­neh­mi­gung für die neue Porzer Mitte ist da	Die Bauge­neh­mi­gung für Haus 1 ist da, das teilt die Stadt­ent­wick­lungs­ge­sell­schaft Moderne Stadt mit. „Ein Meilen­stein in der Entwick­lung der neuen Porzer Mitte“, kommen­tiert Andreas Röhrig, Geschäfts­führer des Unter­neh­mens.Nun kann wie gepl	4829	185	0	0.0
510629646	119922	https://www.ksta.de/region/euskirchen-eifel/mercedes-prallt-gegen-baum-zwei-schwerverletzte-nach-unfaellen-in-mechernich-und-gemuend-31868880	https://www.ksta.de/image/31869526/2x1/300/150/6443e06fa96e16661b203064056271c6/ZJ/71-142633783--null--13-01-2019-20-18-22-452-.jpg	120557	f1f8e8f8b8e0e000	Zwei Schwer­ver­letzte nach Unfällen in Mecher­nich und Gemünd	Bei einem Allei­n­un­fall zwischen Hostel und Mecher­nich zog sich in der Nacht zum Samstag ein 39-jäh­riger Auto­fahrer schwerste Verlet­zungen zu.Der Mann aus Vechta fuhr gegen 3 Uhr auf dem asphal­tierten Wirt­schaftsweg, der von Hostel zum Kreis­ver­k	1848	56	0	0.0
510632865	119925	https://www.ksta.de/politik/mike-mohring-thueringens-cdu-chef-macht-in-video-krebserkrankung-oeffentlich-31869586	https://www.ksta.de/image/31869596/2x1/300/150/b77c46d7ee13c17e1bf3b6d8cbb4dbc4/uo/mike-mohring.jpg	120560	673e3c3e7f7e1218	Thürin­gens CDU-Chef macht in Video Krebser­kran­kung öffent­lich	Der Vorsit­zende der CDU in Thüringen, Mike Mohring, ist an Krebs erkrankt. In einem am Sonn­tag­abend auf Face­book gepos­teten Video sagte Mohring, einige wüssten ja, dass er im vergan­genen Oktober eine Opera­tion gehabt habe. Diese sei gut verlaufen, 	848	58	0	0.0
510633349	119926	https://www.ksta.de/region/rhein-sieg-bonn/siegburg/zwischen-siegburg-und-troisdorf-zwei-menschen-bei-zusammenprall-von-pkw-verletzt-31869054	https://www.ksta.de/image/31869052/2x1/300/150/e22e2e9257342dc68ffcb2d0eb33bc92/nS/71-142638487--null--13-01-2019-18-07-41-297-.jpg	120561	2d30707676766020	Zwei Menschen bei Zusam­men­prall von Pkw verletzt	Zwei Menschen sind bei einem Unfall am Sams­tag­abend auf der Land­straße 322 zwischen Sieg­burg und Trois­dorf leicht verletzt worden.Eine 45-Jäh­rige aus Neun­kir­chen-Seel­scheid war laut Polizei gegen 17 Uhr mit ihrem Auto Rich­tung Trois­dorf unter­w	2172	54	0	0.0
510633776	119927	https://www.ksta.de/sport/fussball/messi-erzielt-400--liga-tor-bei-3-0-sieg-gegen-eibar-31869590	https://www.ksta.de/image/31869588/2x1/300/150/ca0feea6521288b5c8a3a0bdf84e741e/Lv/urn-newsml-dpa-com-20090101-190113-99-546104-large-4-3.jpg	120562	2c3e333b3f333333	Messi erzielt 400. Liga-Tor bei 3:0 Sieg gegen Eibar	Super­star Lionel Messi hat sein 400. Liga-Tor für den FC Barce­lona geschossen.Beim 3:0-Sieg des spani­schen Tabel­len­füh­rers gegen SD Eibar erzielte der argen­ti­ni­sche Fußball-Na­tio­nal­spieler in der 53. Minute das zwischen­zeit­liche 2:0. Die bei	10	25	0	0.0
510636265	119929	https://www.ksta.de/region/rhein-sieg-bonn/siegburg/cdu-politiker-norbert-roettgen-eu-in--schlechtester-verfassung-seit-ihrer-gruendung--31869034	https://www.ksta.de/image/31869032/2x1/300/150/184369c2b519e82cd3cf5945c445142d/FW/71-142639147--null--13-01-2019-18-06-43-208-.jpg	120564	ffffff4f40000101	EU in „schlech­tester Verfas­sung seit ihrer Grün­dung“	Rund einein­halb Jahre resi­diert das Katho­lisch-So­ziale Institut (KSI) seit seinem Wegzug aus Bad Honnef auf dem Michaels­berg. „Inzwi­schen kann man davon reden, dass wir in Sieg­burg ange­kommen sind“, sagte Ralph Bergold, Direktor der Bildungs­stätt	581	33	0	0.0
510636592	119930	https://www.ksta.de/sport/fussball/schaefer-raeumt-fehler-bei-funkel-verhandlungen-ein-31869620	https://www.ksta.de/image/31869618/2x1/300/150/e7282005712c12602ef6408aa2b653d7/Eb/urn-newsml-dpa-com-20090101-190113-99-546389-large-4-3.jpg	120565	e3fbfbffdf191918	Schäfer räumt Fehler bei Funkel-Ver­hand­lungen ein	Fortuna Düssel­dorf Vorstands­chef Robert Schäfer hat bei der Posse um die Weiter­be­schäf­ti­gung von Trainer Fried­helm Funkel Fehler einge­räumt.„Das Problem in der Rück­schau war, dass ein Verein grund­sätz­lich selbst entscheidet, wann er Vertrags­ge	13	55	0	0.0
510637242	119931	https://www.ksta.de/region/euskirchen-eifel/euskirchen/teurer-wohnraum-buergermeister-kuendigt-deutliche-veraenderungen-fuer-euskirchen-an-31868890	https://www.ksta.de/image/31868884/2x1/300/150/33f5aeb52e9bd5160cb5fd9743cad615/SF/71-142639823--null--13-01-2019-17-59-05-298-.jpg	120566	080808081c181c3f	Bürger­meister kündigt deut­liche Verän­de­rungen für Euskir­chen an	Verkaufsof­fene Sonn­tage, Wohnen und Leben in Euskir­chen, Inves­ti­tionen in die Zukunft – in seiner Neujahrs­an­sprache berich­tete Bürger­meister Dr. Uwe Friedl vor etwa 400 gela­denen Gästen, was die Euskir­chener während der vergan­genen zwölf Monat	1766	374	1	0.00267379679144385
510638243	119932	https://www.ksta.de/sport/1-fc-koeln/1--fc-koeln-schalkes-johannes-geis-steigt-montag-ins-training-ein-31869668	https://www.ksta.de/image/31869866/2x1/300/150/53cae50c8a589069892ddeb36415ae4c/Lp/fc-johannes-geis.jpg	120567	7f1f5e383838383c	1. FC Köln verpflichtet Johannes Geis – Montag schon Trai­nings­start	Der 1. FC Köln hat  Johannes Geis (25) vom FC Schalke 04 unter Vertrag genommen. Bereits am Sonntag war der Mittel­feld­spieler auf Mallorca ange­kommen. Am Montag soll er am Trai­ning des 1. FC Köln teil­nehmen. Schalke und der 1. FC Köln vermel­deten de	10250	2358	7	0.0029686174724342664
510639384	119933	https://www.ksta.de/politik/schwer-verletzt-buergermeister-von-danzig-bei-veranstaltung-niedergestochen-31869716	https://www.ksta.de/image/31869718/2x1/300/150/a468912c6267073d7201f134cf02c6a8/UW/pawel-adamowicz.jpg	120568	e11b1b330f997373	Danzigs Bürger­meister nach Messe­r­at­tacke schwer verletzt	Ein Messer­an­greifer hat Danzigs Bürger­meister Pawel Adamo­wicz während einer Bene­fiz­ver­an­stal­tung auf offener Bühne schwer verletzt. „Der Patient lebt, aber sein Zustand ist sehr, sehr ernst“, sagte Dr. Tomasz Stefa­niak vom Univer­si­täts­kli­nik	4877	88	0	0.0
510639812	119934	https://www.ksta.de/kultur/neuer-inhalt-31867290	https://www.ksta.de/image/31867210/2x1/300/150/7cb8a25698b37003e885eb359c980a93/nA/tatort-wahre-luegen.jpg	120569	006a7a7a1b3f2f86	Auf das Ermitt­lerduo Fellner/Eisner ist Verlass	Der Mord an einer Jour­na­listin beschäf­tigt die Tator­t-Er­mittler in Wien. Eine Kritik.Der FallIm Wolf­gangsee wurde die Leiche einer deut­schen Jour­na­listin gefunden. Sie war erschossen und in ihrem Auto versenkt worden. Zuletzt recher­chierte sie ü	1723	693	2	0.002886002886002886
510642036	119935	https://www.ksta.de/politik/ex-linksterrorist-soll-nach-italien-ausgeliefert-werden-31869714	https://www.ksta.de/image/31869712/2x1/300/150/fcdf945f6dc435c47c6c8ade6727a16e/Vg/urn-newsml-dpa-com-20090101-190113-99-546493-large-4-3.jpg	120570	efefa3c3c1c18383	Ex-Links­ter­ro­rist soll nach Italien ausge­lie­fert werden	Nach seiner Fest­nahme im boli­via­ni­schen Santa Cruz soll der frühere italie­ni­sche Links­ter­ro­rist Cesare Battisti in seine Heimat ausge­lie­fert werden.„Cesare Battisti wird in den nächsten Stunden nach Italien zurück­kehren. Der Flug geht von Sant	2	5	0	0.0
510642941	119936	https://www.ksta.de/sport/fussball/podolski-findet-reaktionen-auf-rib%C3%A9rys-gold-steak-zu-extrem-31869752	https://www.ksta.de/image/31869750/2x1/300/150/768359f35b45472cf68d3f5410fc26ab/GC/urn-newsml-dpa-com-20090101-190113-99-546630-large-4-3.jpg	120571	187f3e3c3c7ce6cb	Podolski findet Reak­tionen auf Ribérys Gold-Steak zu extrem	Fußball-Profi Lukas Podolski hält den Hype um die soge­nannte Gold-Steak-Af­färe von Franck Ribéry für über­zogen.„Soll jeder sein Leben so leben, wie er es für richtig hält. Ob er sich was zu essen holt, sich ein Auto kauft oder zu welchem Verein er wech	119	2219	11	0.004957187922487607
510643561	119937	https://www.ksta.de/politik/kommentar-zu-razzien-gegen-clans-hoechste-zeit--dass-der-staat-sich-geltung-verschafft-31869782	https://www.ksta.de/image/31869790/2x1/300/150/883383ed813fb4cffee16128fd60f6c8/wO/reul-bei-razzia.jpg	120572	7f3f3f0410303030	Höchste Zeit, dass der Staat sich Geltung verschafft	Es ist ein bizarres Bild – junge Leute im Party­dress stehen mitten in der Disco Poli­zisten in schwerer Montur gegen­über: Mitten ins Amüsier­leben des Ruhr­ge­biets setzt der Staat mehr als nur Nadel­stiche. Die geballten Razzien sollen den krimi­nellen	2157	8463	41	0.004844617747843554
510644912	119941	https://www.ksta.de/sport/fussball/ex-hertha-profi-ronny-unterschreibt-bei-berlin-united-31869816	https://www.ksta.de/image/31869814/2x1/300/150/1b88ccabd4da024f2b3775821de9b055/cM/urn-newsml-dpa-com-20090101-190113-99-546718-large-4-3.jpg	120576	080800183c3ddfdf	Ex-Hert­ha-Profi Ronny unter­schreibt bei Berlin United	Der frühere Bundes­li­ga­profi Ronny von Hertha BSC strebt ein Come­back an und trai­niert vorerst beim Siebt­li­gisten Berlin United mit.Der zuletzt vereins­lose Stürmer habe eine Verein­ba­rung über vier Wochen mit dem Fußball-Club, dessen erste Mann­sc	22	19	0	0.0
510646192	119943	https://www.ksta.de/nrw/spd-fordert-rechtliche-hebel-gegen-kurzzeitvermietungen-31866876	https://www.ksta.de/image/31866874/2x1/300/150/ba9e28de9bd6e0a615b5332270e91482/YE/urn-newsml-dpa-com-20090101-190113-99-540289-large-4-3.jpg	120578	c9e9f8f0f0f0f8f3	SPD fordert recht­liche Hebel gegen Kurz­zeit­ver­mie­tungen	Die Kommunen in Nord­rhein-West­falen brau­chen nach Über­zeu­gung der SPD-Op­po­si­tion wirk­sa­mere recht­liche Möglich­keiten gegen die Zweck­ent­frem­dung regu­lären Wohn­raums. In einem Antrag an den Landtag fordert die SPD von der schwarz-­gelben La	13	4	0	0.0
510647091	119944	https://www.ksta.de/politik/zuege-stehen-stundenlang-still--chaos-am-bahnhof-hannover-31869776	https://www.ksta.de/image/31869774/2x1/300/150/166e65115ee6458c6d50de7d3e4ab797/Fu/urn-newsml-dpa-com-20090101-190113-99-546125-large-4-3.jpg	120579	ff0703d3f8f00000	Züge stehen stun­den­lang still: Chaos am Bahnhof Hannover	Still­ste­hende Züge, verär­gerte Reisende: Der Ausfall eines Stell­werks hat stun­den­lang den Haupt­bahnhof Hannover lahm­ge­legt. Es gab Behin­de­rungen im Nah- und Fern­ver­kehr.Am frühen Abend war die Stell­werks­stö­rung nach Angaben der Bahn beende	3	2	0	0.0
510649405	119945	https://www.ksta.de/region/oberberg-ks/benefiz-cup-in-der-schwalbe-arena--poldi-zieht-die-massen-an--31869886	https://www.ksta.de/image/31869884/2x1/300/150/60bcd56c74a1bead3e3c22e753a39614/Kf/71-142642122--null--13-01-2019-23-26-44-191-.jpg	120580	dccecce8e0e0a0ac	„Poldi zieht die Massen an“	Bereits Stunden vor dem abschlie­ßenden Promi­spiel gaben sich die Stars aus Funk und Internet sowie ehema­lige Profi­fuß­baller auf dem roten Teppich in der Halle 32 die Ehre. Vor allem die Come­dians präsen­tierten sich bestens gelaunt und von ihrer pro	128	7	0	0.0
510272871	119946	https://www.ksta.de/koeln/innenstadt/-fehlende-besonnung--aerger-um-vermietungsverbot-am-neumarkt---verwaltung-wehrt-sich-31868046	https://www.ksta.de/image/31868192/2x1/300/150/236b4d7533dd730bc0e9b3d9960ace98/HE/wohnung-darf-nicht-vermietet-werden.jpg	120581	919b9b9b939b9bbf	Ärger um Vermie­tungs­verbot am Neumarkt – Verwal­tung wehrt sich	Sechs kleine Studen­ten-Ap­par­te­ments in der Nähe des Neumarkts haben nicht nur für ein bundes­weites Medienecho sondern auch für heftige Debatten über die Arbeit der Kölner Bauver­wal­tung gesorgt. Diese hatte die Vermie­tung der Appar­te­ments, in der	16580	40621	160	0.003938849363629649
510246862	119947	https://www.ksta.de/sport/mix/cortina-uebernimmt-abfahrt-von-st--anton-31851186	https://www.ksta.de/image/31840598/2x1/300/150/188aadd3d90d14472ae762affb94ccb7/en/urn-newsml-dpa-com-20090101-190107-99-467968-large-4-3.jpg	120582	fcf8f1c1e3c38383	Cortina über­nimmt Abfahrt von St. Anton	US-Ski­star Lindsey Vonn wird ihr Come­back im Weltcup mit einem Drei­er­pack im Olym­pia-Be­wer­berort Cortina d'Ampezzo geben. Wie der Skiwelt­ver­band FIS mitteilte, über­nimmt der Winter­spor­tort in Italien die Abfahrt von St. Anton.Die hätte eigent­	1	31	0	0.0
510220758	119948	https://www.ksta.de/wirtschaft/bitkom--digital-branche-ist-jobmotor-31855438	https://www.ksta.de/image/31855436/2x1/300/150/d58bc8a525652f6a1aa9fe1fb5cec38f/mK/urn-newsml-dpa-com-20090101-190110-99-507559-large-4-3.jpg	120583	181c1c1c1cd8b838	Bitkom: Digi­tal-Branche ist Jobmotor	Die Digi­tal­branche in Deutsch­land ist auf Wachs­tums­kurs. „Wir befinden uns in der längsten Wachs­tums­phase seit Bestehen der Bundes­re­pu­blik”, sagte der Präsi­dent des Digi­tal­ver­bands Bitkom, Achim Berg, in Berlin.Laut Prognosen des Verbands wi	11	4	0	0.0
510221078	119949	https://www.ksta.de/sport/fussball/lemke--topspieler-werden-meistens-in-schutz-genommen-31855328	https://www.ksta.de/image/31855326/2x1/300/150/d6f2cfd02280634944e405738440c04e/jW/urn-newsml-dpa-com-20090101-190110-99-507239-large-4-3.jpg	120584	3c3c7c7c7c6c4464	Lemke: Topspieler werden meis­tens in Schutz genommen	Werder Bremens lang­jäh­riger Manager und Aufsichts­rats-Chef Willi Lemke hat in einem Inter­view zum Fall Ribéry offen einge­räumt, dass Bundes­li­ga-Clubs bei Skan­dalen oder Undis­zi­pli­niert­heiten ihrer besten Spieler häufig ein Auge zudrücken.„Jede	11	1	0	0.0
510221100	119950	https://www.ksta.de/sport/fussball/schmadtke-widerspricht-bode-in-sachen-financial-fairplay-31855322	https://www.ksta.de/image/31855320/2x1/300/150/6b1a1e64a7691da7d98a0adfa2ea156d/PD/urn-newsml-dpa-com-20090101-190110-99-507204-large-4-3.jpg	120585	1f3f7f4f1b0b0400	Schmadtke wider­spricht Bode in Sachen Finan­cial Fair­play	Jörg Schmadtke hat das ins Spiel gebrachte natio­nale Finan­cial Fair­play in der Bundes­liga infrage gestellt.Der Geschäfts­führer vom Fußball-Bun­des­li­gisten VfL Wolfs­burg wider­sprach damit Bremens Aufsichts­rats­chef Marco Bode, der sich für eine Ä	10	16	0	0.0
510224063	119951	https://www.ksta.de/kultur/dank-weihnachten--buchmarkt-jahr-endet-mit-hauchduennem-plus-31855622	https://www.ksta.de/image/31855618/2x1/300/150/c37bb483886d49bc8947ec2bcb83449/Nz/urn-newsml-dpa-com-20090101-190110-99-507995-large-4-3.jpg	120586	0b1320200f7f6d71	Dank Weih­nachten: Buch­mark­t-Jahr endet mit hauch­dünnem Plus	Aufatmen in der krisen­ge­schüt­telten Buch­branche: Ein solides Weih­nachts­ge­schäft hat ihr im vergan­genen Jahr ein mini­males Plus beschert. Der Umsatz stieg nach vorläu­figen Zahlen um 0,1 Prozent, wie der Börsen­verein des Deut­schen Buch­han­dels 	4	22	0	0.0
510229628	119952	https://www.ksta.de/ratgeber/reise/erste-fluege-vom-neuen-istanbul-flughafen-nach-deutschland-31855740	https://www.ksta.de/image/31855738/2x1/300/150/107998cda55a282c8fd54f6dc37eeb6a/Dd/urn-newsml-dpa-com-20090101-190110-99-506940-large-4-3.jpg	120587	b84040606c7c7cfc	Erste Flüge vom neuen Istan­bul-Flug­hafen nach Deutsch­land	Vom neuen Mega-Flug­hafen in Istanbul aus gibt es seit Donnerstag erst­mals Flüge nach Deutsch­land. Frank­furt am Main werde nun sieben Mal die Woche ange­flogen und München fünf Mal die Woche, sagte ein Spre­cher der halb­staat­li­chen Gesell­schaft Tur	9	24	0	0.0
510232012	119953	https://www.ksta.de/kultur/ns-raubkunst--bundesregierung-sucht-nach-eigentuemern-31855844	https://www.ksta.de/image/31855842/2x1/300/150/f630d9ed5bd5124e00362fd27b06ea56/wj/urn-newsml-dpa-com-20090101-190110-99-508835-large-4-3.jpg	120588	fff7c3838383a382	NS-Raub­kunst: Bundes­re­gie­rung sucht nach Eigen­tü­mern	Die Bundes­re­gie­rung sucht noch immer die recht­mä­ßigen Eigen­tümer oder Erben von 2500 Kunst­werken, die im Verdacht stehen, NS-Raub­kunst zu sein.Wie eine Spre­cherin des Finanz­mi­nis­te­riums am Donnerstag in Berlin sagte, werden die Kunst­werke un	7	19	0	0.0
509917518	119954	https://www.ksta.de/sport/kerber-im-viertelfinale-von-sydney-ausgeschieden-31855578	https://www.ksta.de/image/31855576/2x1/300/150/a1ac66441dbdf1a591cba88f3f7d92fc/ua/urn-newsml-dpa-com-20090101-190110-99-507758-large-4-3.jpg	120589	c8c8ccfedecccc70	Kerber im Vier­tel­fi­nale von Sydney ausge­schieden	Wimble­d­on­sie­gerin Ange­lique Kerber ist im Vier­tel­fi­nale des WTA-Ten­nis­tur­niers in Sydney ausge­schieden. Die Titel­ver­tei­di­gerin unterlag der tsche­chi­schen Weltranglis­te­nachten Petra Kvitova klar mit 4:6, 1:6.Nach 1:24 Stunden war Kerber	0	55	0	0.0
510240826	119955	https://www.ksta.de/sport/fussball/thailand-feiert-ersten-sieg-beim-asien-cup-31856128	https://www.ksta.de/image/31856124/2x1/300/150/7598a3a8bf42b8f764c48bc788300538/BV/urn-newsml-dpa-com-20090101-190110-99-509570-large-4-3.jpg	120590	f7e7400101e4e7f7	Thai­land feiert ersten Sieg beim Asien-Cup	Die thai­län­di­sche Fußball-Na­tio­nal­mann­schaft hat unter ihrem Inte­rims­trainer Sirisak Yodyadthai den ersten Sieg beim Asien- Cup gefeiert. Das Team gewann in der Gruppe A mit 1:0 (0:0) in Dubai gegen die Mann­schaft aus Bahrain.Erst kurz zuvor hat	17	3	0	0.0
510221097	119956	https://www.ksta.de/sport/fussball/magath-glaubt-an-titelgewinn-fuer-bayern-muenchen-31855364	https://www.ksta.de/image/31855362/2x1/300/150/9beed52849f0d16f5a3f490a9d9622a6/UC/urn-newsml-dpa-com-20090101-190110-99-507371-large-4-3.jpg	120591	7b63e3e3e1c18898	Magath glaubt an Titel­ge­winn für Bayern München	Fußball-Lehrer Felix Magath geht davon aus, dass sein ehema­liger Verein Bayern München auch in dieser Saison wieder deut­scher Meister wird.„Ich glaube nicht, dass der BVB die Klasse hat, sein Ding bis zum Saison­schluss durch­zu­ziehen. Deshalb gehe ich	6	3	0	0.0
510227402	119957	https://www.ksta.de/sport/fussball/franzoesischer-sender--fc-bayern-an-rabiot-interessiert-31855634	https://www.ksta.de/image/31855632/2x1/300/150/1b647606fb1f43ea99a70332469d0549/Zg/urn-newsml-dpa-com-20090101-190110-99-508005-large-4-3.jpg	120592	06737340ef9db5bd	Fran­zö­si­scher Sender: FC Bayern an Rabiot inter­es­siert	Der FC Bayern München ist dem fran­zö­si­schen TV-Sender RMC Sport zufolge an einer Verpflich­tung von Natio­nal­spieler Adrien Rabiot inter­es­siert.Der Münchner Sport­di­rektor Hasan Saliha­midzic habe demnach in den vergan­genen Tagen Thomas Tuchels Ve	15	15	0	0.0
510652702	119960	https://www.ksta.de/panorama/totengebet-31869920	https://www.ksta.de/image/31869918/2x1/300/150/8dfcba9bce62005272722935bb335509/ZG/urn-newsml-dpa-com-20090101-190111-99-520294-large-4-3.jpg	120595	c7f6ff7434646ce4	Toten­gebet	Wenn der „Tatort”-Star Jan Josef Liefers in den vergan­genen Jahren aus der Müns­te­raner Gerichts­me­dizin ins Berliner Anwalts­büro von Joachim Vernau wech­selte, dann holte er auch für das ZDF Top-Quoten.Vier Filme der Reihe nach den Büchern von Krimi­	7	28	0	0.0
510656728	119961	https://www.ksta.de/region/leverkusen/schneller-durch-den-tunnel-31870004	https://www.ksta.de/image/31870002/2x1/300/150/b3fd55f1c23a96581a72e96e89a6039c/Nv/gesperrt--die-unterfuehrung-zwischen-den-gleisen-am-opladener-bahnhof-kann-man-nicht-benutzen-.jpg	120596	e7c302009cbe838b	Schneller durch den Tunnel	Seit 2017 stehen die neuen Über­da­chungen nun schon auf dem Bahn­steig, die Hand­läufe wurden erneuert und auch die Beleuch­tung. Ledig­lich die alten Wand­fliesen sind geblieben. Im Prinzip aber könnte der kleine Fußgän­ger­tunnel, der die beiden Bahn­s	1022	16	0	0.0
