aid,similarity_baseline
127359,"[127970, 128316, 128001, 128215, 128492, 128017, 128880, 129074, 127871, 127909, 129287, 129244, 128630, 127861, 128119, 128961, 128404, 128645, 128848, 129299, 128289, 129387, 129293, 128938, 129380, 128959, 128352, 128830, 128432, 128736, 129486, 129343, 128701, 129413, 129258, 128417, 128935, 128227, 128021, 129319, 129132, 129201, 129394, 127862, 128190, 129400, 129432, 128005, 129033, 129051, 129421, 129397, 128197, 128797, 128456, 129286, 128173, 128995, 129232, 129334, 129059, 128695, 128693, 128152, 128590, 128258, 129169, 129272, 128610, 129124, 128822, 128745, 128428, 128634, 128770, 127998, 129237, 128720, 128742, 128237, 129108, 128894, 128937, 129136, 129152, 129369, 129054, 128431, 127950, 128368, 128354, 129101, 128293, 128141, 128672, 127938, 128517, 128659, 128102, 128988]"
127360,"[128422, 129390, 129092, 128213, 128033, 128460, 128086, 128974, 128760, 129353, 129421, 127942, 128812, 128563, 128200, 129293, 128368, 128854, 129284, 127906, 128951, 128662, 128495, 128156, 128616, 128482, 129382, 128043, 129308, 129108, 129217, 128319, 128266, 128824, 128194, 129300, 128015, 128916, 128345, 129231, 128352, 128740, 128978, 129387, 128122, 128772, 128312, 129378, 129132, 128961, 127978, 128050, 129327, 128599, 128710, 129313, 128796, 129377, 128700, 129343, 128576, 128668, 128733, 128260, 127941, 129130, 129334, 128577, 128656, 128826, 128456, 128595, 128533, 129237, 127939, 129099, 128061, 129175, 128596, 128434, 128729, 128903, 127899, 128110, 127979, 129090, 129432, 128935, 128382, 129310, 128759, 128152, 128007, 128248, 128341, 128384, 128848, 128468, 129232, 128860]"
127361,"[128817, 128754, 128124, 128190, 129400, 128909, 127873, 127852, 127923, 129394, 129387, 129407, 128880, 129343, 129414, 128860, 129279, 129324, 128875, 128921, 128465, 129315, 129287, 128622, 128428, 129178, 129201, 127970, 128675, 128748, 128707, 128729, 128604, 127909, 129057, 129311, 129380, 128960, 129397, 128397, 128939, 129124, 129135, 129033, 129231, 128701, 128337, 128742, 128749, 128230, 127861, 129175, 128001, 128368, 128760, 129385, 129334, 129237, 128467, 129286, 127950, 128903, 127943, 128738, 128316, 128072, 128006, 129352, 128964, 129355, 128017, 128577, 128049, 128293, 128417, 129079, 128752, 128252, 128242, 128826, 128138, 129432, 129299, 129272, 128035, 129037, 128709, 128590, 129146, 128988, 129393, 128432, 128526, 129388, 128034, 129077, 129132, 128475, 129269, 128211]"
127362,"[128628, 128439, 129335, 129042, 128490, 128746, 128274, 128528, 129340, 127854, 128691, 127941, 129345, 129205, 128651, 129181, 127925, 128129, 128365, 128399, 128744, 129207, 128535, 128594, 129206, 128405, 129067, 128654, 128697, 129011, 128098, 129186, 129350, 128904, 128118, 128128, 128148, 129194, 128877, 128635, 129004, 129192, 128242, 127968, 128304, 128360, 129354, 128543, 128087, 128371, 128429, 129888, 128275, 128927, 129403, 129017, 128370, 128434, 128685, 128878, 129037, 127883, 128866, 128538, 129396, 128616, 128775, 128785, 129141, 128483, 128116, 128497, 129381, 129175, 129132, 127951, 129378, 127977, 128495, 128609, 129254, 128909, 128167, 128974, 128031, 127937, 128029, 128478, 129298, 129082, 129317, 127971, 128773, 128902, 129417, 129349, 128942, 128190, 128256, 129261]"
127363,"[128417, 128368, 129368, 129397, 128456, 129293, 127998, 127871, 129400, 129369, 129387, 128961, 128467, 129412, 129256, 129084, 128854, 128709, 128033, 129334, 129357, 127887, 128422, 129101, 128938, 128001, 128729, 129396, 127986, 128776, 129343, 127898, 128119, 129231, 128120, 128048, 128200, 128738, 127861, 129132, 128248, 129258, 128710, 127862, 129287, 129217, 129273, 128054, 129377, 129237, 128173, 128826, 128675, 127970, 129016, 129409, 127880, 129355, 129421, 129244, 128256, 128190, 129405, 127950, 129392, 129733, 128903, 129414, 128830, 128733, 129419, 128935, 129380, 129342, 128237, 128544, 129486, 128126, 129299, 128821, 127906, 128595, 128951, 128440, 129308, 128151, 128701, 129378, 127909, 128559, 129286, 128391, 129311, 129130, 129108, 128760, 129074, 129382, 129324, 128465]"
127365,"[128220, 129082, 128277, 129316, 129262, 128833, 128627, 129028, 128944, 128987, 127852, 127923, 128620, 128453, 128337, 129305, 128885, 129037, 130061, 128892, 128321, 128801, 128614, 129279, 128521, 128817, 128798, 128749, 129310, 128162, 128213, 128909, 127980, 129223, 129057, 129136, 129093, 128673, 128760, 128513, 128539, 128689, 129175, 129270, 128138, 128960, 128198, 128167, 129413, 128288, 128968, 129237, 129097, 128925, 128408, 127981, 128443, 128604, 129362, 128622, 128505, 128283, 128410, 128524, 128725, 128124, 128755, 129306, 128122, 129120, 128928, 128462, 128262, 127983, 128650, 128028, 128245, 128762, 128133, 128328, 128876, 128421, 128670, 129246, 128587, 127998, 129190, 128601, 128086, 128934, 128397, 129201, 128092, 128541, 128454, 129313, 128422, 128148, 129102, 128564]"
127366,"[129334, 129342, 128729, 128368, 128465, 129414, 129258, 127970, 129237, 129387, 129343, 129372, 129287, 129174, 129400, 128577, 128127, 129311, 128432, 129385, 128733, 128599, 128119, 129397, 128645, 127909, 128695, 128951, 129026, 129412, 128938, 128573, 129286, 129084, 129124, 129357, 129273, 129486, 128456, 128781, 128033, 128748, 128576, 128978, 129074, 128422, 128588, 129382, 128318, 129356, 128738, 129407, 128701, 129324, 128630, 128826, 129355, 128961, 129432, 128559, 129315, 128921, 128352, 129130, 128675, 128606, 129388, 128258, 128791, 128935, 128860, 128568, 128644, 127955, 129366, 128190, 129252, 128742, 128359, 127950, 128544, 128782, 127873, 129411, 128417, 129369, 128237, 128467, 128428, 128048, 129352, 127861, 129269, 128819, 128173, 128146, 127989, 129159, 128619, 129033]"
127367,"[129166, 128658, 129260, 128452, 128135, 128179, 128244, 128659, 129230, 129078, 128403, 128545, 128688, 129243, 128655, 128419, 129159, 128058, 128703, 129025, 128197, 128575, 128350, 128632, 128327, 128999, 128573, 128517, 129354, 128732, 128348, 129336, 128981, 128123, 129151, 128995, 128408, 129026, 128156, 129017, 127936, 128576, 128476, 128615, 128588, 128702, 129374, 128164, 128585, 128128, 128213, 129358, 128478, 129370, 129024, 127860, 128571, 128112, 128218, 128691, 128283, 128224, 128214, 127925, 129432, 128799, 127853, 128254, 128250, 128894, 128694, 128449, 129252, 128287, 128568, 127888, 128475, 129259, 128871, 129340, 128293, 128651, 128772, 128741, 128326, 128819, 128740, 129232, 128276, 128590, 129378, 129382, 128677, 128549, 128681, 127854, 128165, 128290, 128486, 128108]"
127368,"[128370, 128434, 128098, 128616, 129256, 128172, 128375, 128778, 129016, 128319, 129141, 128311, 129186, 127998, 128460, 129421, 129378, 128216, 127862, 127978, 128482, 128785, 128538, 128877, 129004, 128615, 127854, 128343, 128533, 128304, 128048, 128850, 129042, 128812, 129099, 128178, 128033, 128651, 127939, 128961, 129292, 129205, 129108, 128685, 128015, 128646, 128224, 128129, 129313, 127951, 128110, 128365, 128148, 129188, 128166, 128760, 128490, 128563, 128001, 128883, 128266, 128628, 128156, 128256, 128534, 128888, 128024, 128650, 128440, 128771, 128740, 129382, 128112, 128894, 128710, 128014, 128447, 128535, 128192, 128170, 128022, 128943, 128439, 127941, 128745, 129267, 127962, 129118, 128446, 129335, 128171, 129175, 128691, 129322, 129308, 129375, 128424, 128101, 128693, 128353]"
127369,"[127871, 128417, 127862, 128001, 129084, 129397, 128709, 129258, 127998, 129394, 129380, 128237, 127950, 129256, 128961, 127880, 129237, 128938, 128720, 129400, 127861, 129409, 128368, 128316, 127909, 127867, 129299, 129343, 129287, 128645, 128048, 128880, 129293, 129244, 129412, 128467, 129101, 128854, 128456, 128830, 128675, 128701, 128432, 128428, 129108, 128120, 129383, 129486, 128492, 129407, 129387, 128119, 129016, 129405, 129421, 128778, 128256, 128190, 127970, 128033, 128402, 128738, 128988, 129231, 128729, 128258, 128550, 128216, 128826, 128544, 129201, 128352, 128434, 128776, 129334, 128821, 128921, 129368, 128644, 129413, 128968, 129033, 128559, 128173, 129357, 128595, 128126, 129132, 129396, 128319, 128022, 129392, 129051, 128797, 128017, 128311, 127951, 128248, 129074, 129377]"
127370,"[129220, 128284, 128361, 128044, 129279, 128953, 129226, 128139, 128076, 127885, 128242, 127875, 129272, 128407, 129297, 128035, 128324, 128409, 128675, 128020, 128842, 128285, 128604, 128074, 128805, 128914, 128206, 127929, 128321, 128791, 128950, 129262, 128664, 129299, 128366, 129339, 129077, 128049, 127916, 128964, 128422, 128753, 128073, 129219, 128266, 128909, 128839, 129075, 129268, 128693, 128946, 129316, 128124, 127957, 128397, 128418, 128883, 129201, 128421, 128080, 129037, 128187, 128960, 128230, 128096, 129306, 128316, 129410, 128550, 129242, 128951, 128167, 129179, 128297, 128176, 129288, 128190, 128533, 127856, 128926, 128828, 128322, 128797, 127873, 128152, 127904, 128252, 128381, 129322, 127948, 129126, 127971, 129057, 128622, 129385, 128454, 128577, 128673, 129081, 128786]"
127371,"[128811, 128015, 127932, 127939, 129016, 128166, 129375, 128740, 129374, 128356, 128350, 128061, 129099, 129327, 127874, 129025, 127853, 128556, 129888, 127854, 129345, 127967, 127996, 128495, 128815, 128033, 128447, 128319, 128266, 128365, 128796, 128483, 128977, 128681, 129328, 128952, 129205, 128488, 128419, 128662, 128370, 128678, 129353, 128615, 128736, 129000, 128613, 128171, 129421, 128538, 128812, 129322, 129267, 128858, 128943, 127941, 128746, 128326, 127942, 128452, 128460, 128156, 128596, 128343, 128891, 128553, 128474, 128110, 128974, 128256, 128903, 128636, 128415, 128644, 128194, 128135, 128691, 127925, 129108, 128655, 129390, 128824, 128850, 129382, 128575, 128674, 128533, 128825, 128086, 127978, 128238, 128399, 129308, 128593, 128486, 128022, 128813, 129292, 128894, 128616]"
127372,"[128138, 128397, 128162, 128250, 128049, 128695, 128337, 129212, 128960, 129279, 128701, 128604, 129272, 128939, 127852, 127923, 128666, 128749, 128466, 128817, 128886, 129385, 129311, 127987, 129179, 129140, 128689, 127856, 129178, 128627, 129306, 129037, 128167, 129057, 128909, 129091, 128035, 128742, 128928, 129411, 129315, 129079, 127943, 128791, 129352, 128348, 128220, 129287, 129255, 128283, 128021, 127861, 128190, 129115, 128252, 129355, 128932, 129343, 128187, 127873, 128408, 128124, 127983, 128465, 128600, 128359, 129351, 128277, 128083, 128748, 128206, 128579, 129387, 127906, 127892, 129386, 128547, 129301, 129014, 127929, 129270, 128329, 129001, 129324, 129051, 128453, 128647, 128935, 128074, 129366, 128272, 128880, 129414, 127970, 129407, 128321, 128925, 128851, 128036, 129486]"
127373,"[127946, 128667, 128418, 128739, 128457, 128522, 128263, 127957, 128926, 127983, 128706, 128758, 127877, 129281, 129193, 128502, 128540, 128721, 128600, 127949, 129295, 129127, 127976, 128252, 128602, 128676, 128035, 129145, 128960, 128566, 128333, 128084, 128181, 129135, 129238, 128433, 128394, 128389, 128851, 129268, 128587, 128376, 129010, 127857, 129361, 128052, 127882, 128844, 128941, 128330, 129280, 128843, 128298, 128053, 129109, 128286, 128162, 128329, 128827, 128715, 128964, 129143, 128198, 128507, 128629, 129365, 128335, 127990, 128047, 129302, 128464, 128413, 128421, 127952, 129106, 129080, 128513, 127851, 129362, 128184, 129081, 129020, 128362, 129085, 128064, 129077, 128280, 129211, 128083, 128324, 129264, 129309, 129001, 128627, 127913, 128505, 128859, 128400, 128000, 129399]"
127374,"[128811, 128015, 127932, 127939, 129016, 128166, 129375, 128740, 129374, 128356, 128350, 128061, 129099, 129327, 127874, 129025, 127853, 128556, 129888, 127854, 129345, 127967, 127996, 128495, 128815, 128033, 128447, 128319, 128266, 128365, 128796, 128483, 128977, 128681, 129328, 128952, 129205, 128488, 128419, 128662, 128370, 128678, 129353, 128615, 128736, 129000, 128613, 128171, 129421, 128538, 128812, 129322, 129267, 128858, 128943, 127941, 128746, 128326, 127942, 128452, 128460, 128156, 128596, 128343, 128891, 128553, 128474, 128110, 128974, 128256, 128903, 128636, 128415, 128644, 128194, 128135, 128691, 127925, 129108, 128655, 129390, 128824, 128850, 129382, 128575, 128674, 128533, 128825, 128086, 127978, 128238, 128399, 129308, 128593, 128486, 128022, 128813, 129292, 128894, 128616]"
127375,"[128854, 127898, 127998, 127951, 129293, 129378, 129368, 128417, 129132, 127867, 128883, 128098, 128260, 128595, 127887, 128709, 129250, 129357, 129256, 128213, 128947, 129244, 128256, 128769, 128467, 129405, 128319, 129397, 128054, 129136, 129396, 129022, 127871, 128357, 128194, 128126, 128903, 129369, 128848, 128456, 128896, 129421, 128181, 128248, 128495, 128422, 129016, 128959, 128653, 128370, 128287, 128001, 129138, 129298, 128967, 128879, 129024, 128152, 128048, 128007, 129419, 129392, 128544, 128440, 127862, 128821, 129412, 129084, 128961, 129101, 129322, 128237, 127880, 129073, 128033, 129284, 128164, 128200, 128351, 128224, 128055, 129017, 128661, 128717, 128216, 128509, 128680, 128214, 128446, 128654, 128697, 129229, 129309, 128775, 128675, 129282, 129217, 129231, 128197, 128547]"
127377,"[129207, 128744, 128825, 128098, 127904, 129194, 129186, 129005, 129175, 128533, 129206, 128048, 129009, 128621, 128977, 128534, 128319, 129196, 128805, 128014, 129328, 129141, 129403, 128541, 128343, 128710, 128622, 128400, 128483, 129268, 127919, 128311, 128353, 129034, 128037, 129247, 128754, 128760, 128447, 128351, 128538, 129065, 128550, 129262, 127998, 129159, 128646, 128332, 127958, 129204, 128033, 128485, 128963, 129132, 128877, 129322, 128988, 128434, 128316, 129082, 129362, 128628, 127929, 128496, 128745, 129099, 129264, 129077, 128535, 129251, 128256, 128253, 129080, 128778, 129316, 128001, 128242, 128043, 129201, 128190, 128406, 128340, 128826, 128463, 128942, 128831, 128169, 129279, 128301, 128935, 128650, 129016, 128215, 129413, 129145, 129886, 128968, 128397, 129397, 129146]"
127378,"[128778, 129099, 128499, 128538, 128031, 128172, 128375, 129210, 128482, 127939, 127978, 128896, 128636, 128596, 128812, 128597, 128015, 129147, 128343, 128460, 128541, 128710, 129138, 128854, 129164, 129229, 128192, 129368, 128785, 128821, 128685, 128080, 127854, 128434, 128112, 128440, 129004, 129331, 128194, 128807, 129403, 127887, 127945, 128563, 128110, 129267, 128534, 128609, 128170, 129363, 128741, 128891, 128518, 128406, 128815, 129317, 128103, 127998, 128449, 129170, 127874, 128370, 127968, 128943, 128646, 127872, 128393, 129390, 129381, 128050, 128767, 127967, 128595, 128390, 129173, 129108, 128708, 128525, 128733, 128978, 128850, 129308, 129186, 129327, 128714, 128101, 129382, 129242, 129378, 127918, 128599, 128456, 127862, 128635, 128022, 128533, 128048, 128237, 129205, 129357]"
127379,"[128882, 128226, 128153, 129328, 128463, 128952, 127973, 127988, 128459, 128583, 128269, 128157, 128067, 128941, 128560, 128870, 128825, 128910, 129295, 129251, 129245, 128759, 128506, 128649, 128413, 129247, 128309, 128760, 128641, 128837, 128820, 128578, 128526, 129155, 129005, 128032, 129238, 128758, 128538, 128816, 129195, 129390, 129326, 128422, 128977, 128963, 129081, 128513, 129080, 130353, 128319, 127940, 129285, 128161, 128530, 129223, 128682, 128858, 127996, 128485, 128586, 129175, 129182, 127946, 127890, 128647, 129040, 128955, 128414, 128183, 128638, 129034, 127990, 128561, 128750, 128409, 127958, 127971, 129131, 129176, 128379, 129128, 128566, 129041, 129112, 128811, 129303, 128772, 129299, 127876, 128669, 127878, 128983, 128328, 129279, 128080, 128362, 128620, 128451, 128696]"
127380,"[129346, 128914, 128020, 128073, 128409, 129220, 128324, 128407, 128826, 128361, 128463, 128422, 128852, 128660, 129366, 127906, 129414, 128893, 128242, 128902, 127884, 128742, 128245, 128555, 129135, 129153, 128035, 129079, 127926, 128791, 129311, 128345, 129393, 128965, 129970, 129408, 128139, 129297, 128466, 129119, 129155, 128109, 128366, 129385, 129235, 129179, 129219, 128284, 128750, 128141, 128072, 128705, 128343, 128752, 128420, 127896, 129412, 128909, 128604, 128220, 129014, 128124, 128710, 129322, 128560, 129272, 128330, 128397, 129130, 128828, 128340, 128155, 128951, 129212, 129368, 129334, 128310, 128706, 128033, 128675, 128664, 129231, 127965, 129355, 128536, 129357, 129263, 128860, 128259, 128842, 128921, 128479, 129262, 128262, 128747, 129109, 128080, 129045, 128729, 128034]"
127381,"[128811, 128015, 127932, 127939, 129016, 128166, 129375, 128740, 129374, 128356, 128350, 128061, 129099, 129327, 127874, 129025, 127853, 128556, 129888, 127854, 129345, 127967, 127996, 128495, 128815, 128033, 128447, 128319, 128266, 128365, 128796, 128483, 128977, 128681, 129328, 128952, 129205, 128488, 128419, 128662, 128370, 128678, 129353, 128615, 128736, 129000, 128613, 128171, 129421, 128538, 128812, 129322, 129267, 128858, 128943, 127941, 128746, 128326, 127942, 128452, 128460, 128156, 128596, 128343, 128891, 128553, 128474, 128110, 128974, 128256, 128903, 128636, 128415, 128644, 128194, 128135, 128691, 127925, 129108, 128655, 129390, 128824, 128850, 129382, 128575, 128674, 128533, 128825, 128086, 127978, 128238, 128399, 129308, 128593, 128486, 128022, 128813, 129292, 128894, 128616]"
127382,"[128714, 128896, 128456, 129267, 129377, 129384, 129282, 128581, 128644, 128248, 128373, 128776, 128326, 128119, 128573, 129074, 128517, 128773, 128260, 128733, 128599, 128266, 128219, 129090, 129026, 128374, 128879, 128570, 127880, 129210, 128544, 129089, 128127, 128821, 129252, 128448, 127871, 127918, 127951, 129218, 128241, 128588, 128702, 129383, 129061, 129292, 128499, 129293, 129733, 129273, 128709, 128543, 129108, 128585, 127879, 128568, 127862, 129369, 128112, 128357, 127854, 128711, 128417, 128906, 128402, 128197, 127950, 128244, 128978, 129024, 129078, 128007, 128339, 128327, 129382, 129380, 128452, 128995, 129242, 128022, 128058, 128487, 128854, 128509, 129308, 128237, 128293, 128050, 129325, 128179, 129412, 128745, 128256, 128591, 128632, 127903, 129011, 128467, 128100, 128778]"
127384,"[128339, 128947, 128672, 129151, 128799, 128404, 129250, 128159, 128276, 128145, 128708, 128416, 129017, 128391, 129138, 128082, 129378, 128716, 128128, 127968, 128999, 129118, 128065, 128029, 129885, 128596, 128390, 129300, 128484, 128197, 128114, 128981, 128646, 128032, 127888, 128873, 128440, 129356, 128564, 128024, 128967, 129243, 129232, 128910, 127936, 128046, 128508, 128475, 128148, 128757, 128890, 128871, 128588, 129259, 128315, 128270, 128813, 128205, 129345, 128260, 128848, 128030, 128710, 128087, 128590, 128663, 128915, 129308, 128275, 129332, 129166, 128695, 129244, 128573, 128985, 128379, 128879, 129024, 128293, 129319, 128429, 128090, 129078, 128995, 128653, 129020, 128412, 129237, 128166, 127978, 128351, 129063, 128927, 129016, 129293, 128611, 127993, 128619, 128704, 128151]"
127385,"[128042, 128673, 129024, 128357, 128773, 129219, 128964, 128126, 128022, 128242, 129220, 129298, 128883, 128164, 128913, 128543, 127951, 128599, 128361, 129322, 129262, 127852, 127923, 129082, 128366, 128895, 128370, 128054, 127929, 128450, 129057, 129256, 129106, 128055, 128978, 128434, 128033, 128136, 128035, 127998, 128909, 129090, 128670, 128539, 129279, 129310, 129270, 128167, 128950, 128824, 128919, 129339, 128028, 129242, 129204, 128266, 129037, 128072, 128971, 129313, 128124, 128397, 128050, 128676, 128854, 127968, 129346, 128581, 128248, 128381, 129371, 128141, 128850, 129296, 129362, 128570, 128212, 127980, 128633, 128400, 128604, 128237, 127978, 128076, 128675, 129077, 129267, 128742, 128321, 129132, 128791, 129292, 128973, 128588, 127856, 129145, 128460, 128875, 128253, 128891]"
127387,"[128599, 129382, 128978, 128733, 128585, 127939, 128015, 129258, 128248, 128644, 128591, 129421, 129267, 129026, 128576, 129237, 129256, 128266, 128616, 128194, 128615, 128119, 128632, 128326, 128112, 128434, 129313, 128815, 129108, 129292, 129308, 128237, 128373, 128894, 128778, 128812, 128773, 128368, 128022, 128517, 128033, 128482, 127978, 128156, 128681, 128896, 127862, 128171, 129252, 129432, 128995, 128110, 128460, 129327, 128745, 129375, 128740, 128422, 129090, 128166, 128356, 129378, 128101, 128058, 128756, 128432, 128224, 128796, 128854, 128678, 128636, 129217, 129374, 128610, 127860, 127854, 127998, 128127, 128533, 128961, 129390, 128122, 128596, 127942, 128606, 127941, 127967, 129159, 128385, 128178, 128449, 127968, 127871, 128588, 128216, 129310, 128563, 128456, 129377, 128951]"
127388,"[128144, 128082, 128745, 128095, 128912, 128256, 128406, 128764, 128751, 128293, 128663, 128995, 127982, 128065, 127914, 128570, 128558, 129218, 128372, 128379, 128266, 128529, 128482, 129064, 127979, 129055, 128914, 129288, 128230, 128309, 128768, 129041, 129374, 128270, 128710, 129403, 128773, 127903, 128404, 128992, 128440, 129353, 128032, 129242, 128970, 129267, 128474, 128578, 129048, 128046, 128020, 128910, 128696, 129089, 129036, 129327, 129015, 127868, 128850, 128583, 128896, 128196, 128030, 128315, 129092, 129027, 128541, 129885, 129061, 128237, 129011, 128260, 128284, 127920, 127854, 129075, 128294, 128022, 128438, 128371, 128344, 128067, 128653, 128486, 129077, 128615, 128761, 127963, 128533, 128161, 127989, 128547, 129367, 128822, 128719, 128518, 129062, 128839, 128644, 128526]"
127389,"[128225, 128691, 128872, 127925, 128651, 128110, 128178, 127860, 128936, 128165, 128815, 129354, 129025, 128615, 129186, 127918, 127854, 128866, 129173, 128383, 128482, 128170, 128740, 128594, 128101, 127939, 128460, 128415, 127870, 127941, 128685, 128015, 129067, 128031, 128327, 129000, 128746, 129358, 128434, 128534, 128585, 128741, 128192, 129417, 128636, 128702, 129307, 128089, 128350, 129099, 129345, 128405, 128894, 128112, 129205, 128778, 128771, 128878, 128024, 128483, 127850, 129381, 128365, 128447, 128385, 129188, 128823, 129375, 128807, 129159, 129121, 128650, 127977, 128370, 129340, 129170, 127978, 128129, 128850, 129065, 128616, 128290, 128767, 128128, 128177, 128140, 128336, 128156, 128121, 128490, 129131, 129176, 128164, 128593, 128086, 129292, 129042, 128163, 128535, 128222]"
127390,"[127914, 129245, 128046, 128095, 128270, 128725, 128784, 128583, 128846, 128639, 127876, 128379, 127963, 128529, 128041, 127982, 129076, 128875, 128923, 128092, 128328, 128909, 128526, 128247, 128762, 128910, 129047, 128309, 127980, 129097, 127940, 128578, 129326, 128114, 128421, 128761, 128124, 128663, 128254, 128318, 127971, 128196, 128760, 128230, 129277, 128065, 128203, 128144, 128109, 128539, 128576, 129036, 128671, 128513, 128464, 128402, 129020, 129885, 128745, 128032, 128689, 128675, 128772, 129356, 128993, 128084, 129316, 127851, 128954, 128432, 128549, 128459, 128948, 128153, 127903, 128968, 128076, 128748, 128555, 128376, 129237, 129324, 129175, 128022, 128237, 129315, 128749, 128190, 128380, 129299, 128100, 129367, 129352, 129201, 128489, 128817, 129279, 128540, 128738, 129134]"
127391,"[128101, 127860, 128594, 129067, 128651, 128415, 128365, 129186, 129205, 128534, 128877, 129004, 129349, 128121, 128785, 129331, 127870, 128140, 128691, 128866, 127941, 127925, 129042, 128615, 128275, 129381, 128535, 128460, 128878, 128482, 128708, 128741, 127918, 127939, 128685, 129417, 128429, 128178, 128815, 128110, 128222, 128405, 128370, 128225, 128872, 128387, 128746, 128128, 129345, 127854, 128170, 129065, 128015, 128192, 128165, 128497, 129173, 128411, 128360, 129099, 129034, 128471, 128807, 128850, 128024, 128744, 129335, 128490, 128483, 128172, 128375, 128129, 128290, 128412, 127850, 128518, 128936, 128177, 128778, 128434, 129046, 128031, 128563, 128087, 128148, 127945, 128538, 129354, 128383, 128086, 128740, 128904, 127978, 129403, 128767, 127937, 129170, 129363, 129129, 128616]"
127392,"[128921, 129272, 128252, 129394, 128797, 128752, 128407, 128706, 129399, 128467, 128049, 128409, 130688, 129146, 128397, 128324, 127952, 129296, 128905, 129420, 129201, 129140, 128091, 128754, 128951, 128986, 128600, 129051, 128076, 128604, 129408, 128124, 128909, 128926, 129080, 128742, 129135, 129366, 129352, 128330, 128753, 128982, 129311, 128214, 128418, 128590, 128230, 129077, 128938, 129299, 129385, 128106, 127950, 128709, 129392, 129380, 128881, 128933, 129132, 129175, 129339, 129355, 128378, 129393, 128298, 129081, 129414, 128693, 127867, 127988, 127999, 128676, 128550, 129264, 128960, 127891, 129101, 129486, 129400, 128888, 127951, 128805, 129079, 128544, 128988, 128353, 128496, 128005, 128422, 129343, 129279, 127873, 129273, 128728, 129244, 128316, 128362, 129334, 127862, 128942]"
127393,"[128982, 128513, 128380, 128750, 128926, 129420, 128604, 128330, 128124, 128909, 128091, 128966, 128422, 128921, 128092, 129362, 128827, 128721, 128960, 128951, 129235, 128902, 128526, 128620, 128826, 129175, 128247, 129146, 127851, 128335, 128407, 128467, 128263, 129134, 127949, 129080, 129215, 127944, 127971, 128747, 128587, 128707, 128134, 128378, 128464, 128041, 127988, 129231, 129296, 128252, 127950, 128438, 128324, 128696, 128414, 128631, 127895, 129161, 128217, 128527, 128076, 129246, 127873, 128253, 127943, 128722, 128505, 128133, 129019, 129277, 129079, 130688, 128582, 129285, 128905, 129076, 127980, 129288, 128671, 128660, 128120, 128975, 128397, 128362, 129143, 129090, 128549, 128752, 128814, 128049, 128760, 128421, 128450, 129281, 129001, 128738, 128675, 128198, 127921, 129091]"
127394,"[127988, 128582, 128966, 128504, 128982, 128926, 129235, 128450, 129395, 128438, 127895, 129068, 129420, 128671, 128230, 128623, 128587, 129105, 128324, 128652, 128750, 128011, 128826, 127851, 129019, 128062, 128359, 128355, 128407, 128124, 128902, 128076, 128722, 129296, 128555, 128738, 129285, 128309, 128696, 129132, 128761, 128909, 128905, 129040, 129079, 129496, 129175, 128669, 128293, 129288, 128564, 128045, 128298, 128300, 128921, 128270, 129371, 128064, 128183, 128513, 129265, 128041, 128120, 128414, 128995, 127873, 128839, 128033, 129146, 128919, 128330, 128566, 129251, 129090, 128782, 128422, 128572, 129097, 128467, 127876, 128380, 128817, 128091, 128191, 128256, 127952, 127993, 129385, 129037, 129198, 127949, 129255, 128288, 129237, 129380, 128814, 128660, 128013, 128362, 129388]"
127395,"[127953, 127892, 128350, 129291, 128614, 128987, 128155, 128447, 129327, 129328, 127922, 128426, 128637, 129009, 129425, 128469, 128015, 128436, 128470, 128759, 128977, 128825, 128373, 128123, 128661, 128664, 129005, 127973, 128829, 129136, 128896, 127853, 128920, 129264, 129345, 128632, 129099, 128222, 128978, 128420, 129247, 129353, 129413, 128186, 128082, 128894, 128572, 129126, 127904, 128410, 128043, 128387, 127858, 129228, 128603, 128080, 128311, 128392, 128561, 128808, 128238, 129421, 128560, 128034, 129102, 128072, 128152, 129262, 127939, 128451, 129200, 129232, 128521, 128968, 128025, 129220, 129249, 128163, 128547, 128363, 128166, 128662, 129227, 128534, 127942, 128833, 128995, 128422, 128932, 128796, 129382, 128086, 128171, 129322, 128024, 129279, 128135, 128384, 128460, 128655]"
127396,"[128114, 128663, 128445, 129191, 127982, 128529, 129041, 128768, 128379, 128992, 128395, 128046, 128056, 128295, 129245, 128470, 128144, 128270, 128912, 128294, 128093, 128469, 128558, 128095, 128372, 128578, 127912, 127922, 129061, 128347, 129128, 129134, 129015, 128954, 128236, 129275, 127914, 129055, 128583, 129111, 128187, 129020, 128279, 128082, 127901, 129036, 128153, 129303, 128917, 128963, 128788, 128404, 128552, 127979, 128269, 127903, 128699, 129062, 128873, 127959, 128065, 128509, 129885, 128002, 127935, 127908, 128910, 129280, 128438, 128123, 129208, 127963, 128459, 129097, 127938, 129027, 129034, 128455, 127868, 129226, 128363, 128870, 128545, 128688, 128240, 128184, 128803, 128030, 128687, 128426, 129009, 128410, 128515, 128541, 128761, 128923, 129376, 127985, 129288, 128107]"
