aid	deepl_title
119769	Luitz eliminated in Adelboden and injured shoulder
119770	Germans continue to show a great desire to travel
119771	Combined Graabak too strong - Germans on second and third place
119772	Fire again in correctional hospital
119773	More than 1000 people protest against the right-wing populists
119774	Mainz and Freiburg play 2:2 again in Spain
119775	CDU MEPs demand list position for Brok
119776	Heiner Lauterbach does not want to become a nursing case in old age
119777	KVB could lose contract for local transport in Cologne
119778	Trump's campaign manager gave campaign info to Russians
119779	"BVB boss Watzke on the title fight: ""FC Bayern is the favorite""."
119780	"Gustavo Dudamel is honored on ""Walk of Fame"
119781	12,700 migrants returned home
119782	KVB trains overloaded - Long journey to the Wintergame
119784	Rangnick optimism with the long-term injured Forsberg
119785	The jungle camp has begun - and Gisele is already crying
119786	Protests and tough election of candidates at AfD European meeting
119787	Liverpool wins at Brighton - Arsenal loses at West Ham
119788	Car runs over 16-year-old: life-threatening injuries
119789	60-year-old man falls from bicycle and dies
119790	Cologne music culture absolutely unique in the world
119791	Severin Freund on the podium in the Continental Cup
119792	Unborn baby dies after attack on pregnant woman
119793	Cologne Sharks lose the Wintergame in overtime
119794	Paris Saint-Germain reports back
119795	German handball players win clearly against Brazil
119796	Gogulla scores twice in DEG win in Cologne
119797	German handball players on course for home World Cup
119798	RASTA Vechta with next surprise
119799	DEG wins 222nd Derby and Winter Game
119800	Dispute over election results in Congo
119801	Emery defends Özil waiver in West Ham defeat
119804	"Jürgen von der Lippe struggles with his ""slaughter weight"
119805	Juventus Torino is in the Cup quarterfinals
119806	Minister Spahn wants to make liposuction a health insurance benefit
119807	France remains first pursuer of the German handball players
119808	Defeated by pain
119809	Freezing rain: Cologne/Bonn Airport paralyzed for an hour
119810	Real Madrid on course for quarter-finals in Cup
119811	This brings the winter sports on Sunday
119812	Robbery in London gives inspiration for thriller
119813	Hut Fußel in Brühl closes at the end of February
119814	Victory should return to their natural bed
119815	After the death of Wolfgang Orth - When important hosts leave
119816	Zülpicher entrepreneur as speaker at coal commission
119817	"""We need building land"""
119818	Commemoration of Luxemburg and Liebknecht
119819	And daily greets the Miracle Morning
119820	Cathedral hotel operator wants access via Roncalliplatz
119821	Federer warns of Melbourne start - Liverpool fan Wozniacki
119823	Frankfurt Airport prepares for warning strike
119824	Three Germans killed in avalanche in Austria
119825	Robert De Niro would never play Trump
119826	Florian Silbereisen wants to keep his Helene tattoo
119827	Gartner: PC market continues to decline
119828	Helene Fischer and Florian Silbereisen show great emotions
119830	Kerner receives Order of the Emperor Augustus
119831	Trial for murder of own daughter in Düsseldorf
119832	Constitutional court takes a close look at sanctions
119833	Palmer: Greens should reach out to AfD voters
119834	Tears at farewell: biathlete Rösch ends career
119836	Streich excludes 16 years SC Freiburg
119837	Katharina Thalbach enjoys GDR films
119839	After suspicion of espionage: Huawei parts with manager
119840	Cologne pools record new visitor numbers in 2018
119841	Separation among professionals: Moved with Fischer and Silbereisen
119842	US host Megyn Kelly and NBC part ways for good
119843	"Nerja Cave celebrates 60th ""birthday""."
119844	Crime scene: True lies
119845	Interest in Marc Stendera - Agreement with Kingsley Schindler
119846	BVB coach Favre compares soccer with baking cakes
119847	Vacationer Reichmann congratulates on victory against Brazil
119848	Götze: Drawing the right conclusions from depths
119849	Mario Götze: Drawing the right conclusions from depths
119851	Action against sexual harassment in carnival presented
119852	Duo steals from sleeping man in KVB train
119853	Karabatic's return open for match against Germany
119855	Blaszczykowski wants to help Wisla Krakow out of its misery
119856	Winter Game succeeds all around - Only the sharks slip up
119857	AfD wants the abolition of the EU Parliament
119858	Cologne man falls against KVB train and is seriously injured
119859	U.S. Election 2020: More Democrats Throw Hats in the Ring
119860	The next German group opponent Russia
119861	"""Stop"" shouts at Cat Ballou performance - band reacts"
119862	54-year-old woman driver dies in snow pile-up on A8 motorway
119864	Hartwich, Pflaume and Mockridge compete for TV prize
119865	Glimmer of hope for Germania: First financial injection in sight
119866	Female driver dies after traffic accident near Aachen
119867	Man dies after attack against police officers
119868	US ambassador warns German firms against sanctions
119870	Debate about Mesut Özil - Coach Emery avoids confession
119872	Audi overturns on A61 between Bergheim and Kerpen
119873	Dutch royal family has moved
119875	Förstemann needs surgery after heavy fall
119876	Splendid start of Capital of Culture Year in Plovdiv
119877	Big plans and small construction areas for Odenthal
119878	FC Bayern reaches final in long penalty shootout
119880	Before rail crisis meeting: Calls for radical restructuring of the Group
119881	Donald Trump breaks record
119882	Men's pursuit: Lesser renounces for private reasons
119884	"""Lessingtage"" looks at the crisis regions of the world"
119885	Nadal and Halep also regret Murray's departure
119886	Semper ahead of World Cup return - victory against Russia the goal
119888	German handball players ready to fight for group victory
119889	Police find weapons around Bandidos party
119890	Annegret Kramp-Karrenbauer puts her foot down on the chancellor issue
119891	Fortuna again third in tournament after win against Hertha
119892	With him Lohmar gets the blues
119893	Stepfather killed with axe - prosecutor demands long prison sentence
119894	World Cup hosts Qatar and Japan in the Asian Cup round of 16
119895	Naldo: Don't spread bad vibes
119896	Hannover 96 wins XXL test against Heracles Almelo 4:1
119897	Cologne children's triumvirate proclaimed with music, song and dance
119898	A snap idea from Fortuna Düsseldorf
119899	Strong show, weak Cologne Sharks
119901	Record winner FC Bayern wins Telekom Cup for the fifth time
119902	"Riding the subway without pants: ""No Pants Subway Ride"" in Berlin"
119903	1. FC Union Berlin signs Nicolai Rapp from Aue
119904	FC talents attract attention in training camp
119905	Venezuela's secret service arrests parliamentary leader Guaidó
119906	Co-favorite Croatia wins second match at World Handball Championship
119907	Auto experts: US auto market will weaken in 2019
119908	"""Gorch Fock"": Court of Auditors raises accusation against Bundeswehr"
119909	Brexit: Tough power struggle between government and parliament
119910	Lukas Podolski confident of Bundesliga return
119911	100 people drive through Berlin in their underpants
119912	Fire under City Center was arson according to police
119914	"Zorc: ""We don't get a win for dreaming""."
119916	People need to prepare for the return of the wolf
119917	Kobayashi flies past the record
119918	Tottenham Hotspur loses 0:1 against Manchester United
119921	Building permit for the new Porzer Mitte has arrived
119922	Two seriously injured after accidents in Mechernich and Gemünd
119925	Thuringia's CDU leader makes cancer disease public in video
119926	Two people injured in collision of passenger cars
119927	Messi scores 400th league goal in 3-0 win over Eibar
119929	"EU in ""worst shape since its founding"""
119930	Schäfer admits mistakes in Funkel negotiations
119931	Mayor announces significant changes for Euskirchen
119932	1. FC Köln signs Johannes Geis - Monday start of training already
119933	Gdansk mayor seriously injured after knife attack
119934	You can rely on the investigator duo Fellner/Eisner
119935	Ex-leftist terrorist to be extradited to Italy
119936	Podolski finds reactions to Ribéry's golden steak too extreme
119937	High time for the state to assert itself
119941	Ex-Hertha pro Ronny signs with Berlin United
119943	SPD calls for legal levers against short-term rentals
119944	Trains stand still for hours: chaos at Hanover station
119945	"""Poldi draws the crowds"""
119946	Trouble over rental ban on Neumarkt - administration defends itself
119947	Cortina takes over downhill from St. Anton
119948	Bitkom: Digital industry is job engine
119949	Lemke: Top players are usually taken to task
119950	Schmadtke contradicts Bode on the issue of financial fair play
119951	Thanks to Christmas: Book market year ends with razor-thin plus
119952	First flights from the new Istanbul airport to Germany
119953	Nazi looted art: Federal government searches for owners
119954	Kerber eliminated in Sydney quarterfinals
119955	Thailand celebrates first victory at Asia Cup
119956	Magath believes Bayern Munich will win title
119957	French broadcaster: FC Bayern interested in Rabiot
119960	Prayer for the dead
119961	Faster through the tunnel
119962	President makes Alexa heard
119963	Balance 2018 - Bahnstadt grows into Opladen
119964	Modern scavenger hunt through the city
119965	Cyclist fatally injured in the night
119966	Sparks are a role model for the Eifel
119967	Hippies and Cookie Monster
119968	When the hazard warning lights were running, a switch flipped
119969	Bow to Clara Schumann
119970	Is private communication allowed in the company chat?
119971	Using the power of body language correctly
119972	Furniture fair IMM started
119973	"France facing ""national debate"
119974	Hurricane and drought left their mark
119975	Becoming father at the power - prince Sven I. rules the Frechener fools
119977	At Fussberg Manor in Ruppichteroth chickens can be rented
119978	Already the favorite victim is determined
119980	Fight against clan crime: raid in the Ruhr area
119982	Podolski defends Ribery's show-off
119984	Nadal wins opening match in Melbourne - Molleker out of the tournament
119985	Fire destroys unoccupied half-timbered house in Derschlag
119986	Seehofer visits snow chaos areas
119987	"Trump threatens Turkey with ""economic destruction"""
119988	NFL Playoffs: Super Bowl Champion Philadelphia Failed to Score
119989	More than 400 people bid farewell to former mayor Happ
119990	Troisdorf wants to drive forward the digitization of the city administration
119991	Refurbishment of refugee home in Cologne's old town to become more expensive
119992	Statements on freedom of expression: Kretzschmar defends himself
119993	Coal opponents hope to save the villages of Manheim and Morschenich
119994	German business warns again of chaos Brexit
119995	Cargo plane catches fire and crashes into house
119996	Warning strikes at airports: travelers must plan well again
119997	Search for lottery king of Reutlingen continues
119998	Mosquito fighters: worries about snow in southern Germany
119999	Boy waits in Cologne University Hospital for hours in vain for bed
120000	"Report: Lawyer receives threatening fax from ""NSU 2.0"" again"
120002	Brussels apparently preparing for delays
120005	Affordable senior housing is becoming a scarce commodity
120006	Germany tourism 2018 with record number of overnight stays
120007	Last season starts in mid-April
120008	Further investigations after raid against clan crime
120009	China's foreign trade slumps at the end of the year
120010	Confused bats attack people
120011	"""Roma"" dominates U.S. critics awards"
120012	Brühl company successfully sells artificial flowers
120013	Brown egg more popular than Kylie Jenner
120014	Commuters in Bergisch Gladbach still need patience
120015	Frohngauer celebrated in the village meeting the NRW special price
120016	GEW demands end of cooperation with mosque association Ditib
120017	US rock band Maroon 5 confirmed at Super Bowl
120018	Trump threatens Erdogan with destruction
120019	"Last season of ""Game of Thrones"
120020	Almost 2,000 applicants flock to casting in NRW
120022	"""Tatort"" from Vienna over the 10 million mark"
120023	These are the carnival costume trends 2019
120026	Frankfurt's Rönnow to become number one in Trapp departure
120027	Biathlon World Cup in Ruhpolding: Opening ceremony canceled
120029	NSU lawyer Basay-Yildiz receives threatening letters again
120030	BVB opponent Tottenham Hotspur fears for star striker Kane
120031	1. FC Cologne wants Florian Kainz - Werder confirms interest
120032	Australian Open: Kerber reaches second round - Görges out
120033	Lady Gaga and her horse Arabella
120034	Entry of the triumvirate went under the skin
120035	The Shabby Murder of Rosa Luxemburg
120037	"""Babylon Berlin"" is filmed in NRW"
120038	Theaters defend themselves against attacks
120039	Gladbach's carnival Zoch must go to the TÜV
120040	"Brexit is the ""dumbest idea in 100 years"""
120041	Hiking Association selects ten new quality hiking trails
120042	15 dead after emergency landing of cargo plane in Iran
120043	Frankfurt Airport achieves new passenger record
120044	"96 coach Breitenreiter sounds the alarm: ""Goals at risk""."
120047	"""Cobry"" instead of ""Robbéry"": Davies shows his speed"
120048	Caravans become more and more popular
120049	Use summer spare wheel only until the next workshop
120050	Ladies and men celebrated separately
120051	16 tons of pigeon droppings collected - passers-by fear environmental scandal
120052	An egg sets new record for most liked Instagram picture
120053	Treasury earns less from smokers
120055	23-year-old man from Burscheid hit by car and injured
120056	Sharks captain Moritz Müller criticizes ZDF
120057	Dardai does not want to make a mistake with Grujic
120058	Tsipras faces vote of confidence
120059	Party ship full of mud - but cold beer is available
120060	Egypt deports 18-year-old from Giessen to Germany
120062	"""You won't find that anywhere else""."
120063	Instagram record: brown egg more popular than Kylie Jenner
120064	Mysterious glue attacks on cars do not stop
120065	Tegut to open new stores in southern Germany in 2019
120066	When cruciate ligament tears end careers in puberty
120067	How do tennis talent Molleker and DTB get along?
120068	Chris Pratt and Katherine Schwarzenegger got engaged
120069	Tom Brady and Drew Brees on Super Bowl course
120070	Chris Patt engaged to Schwarzenegger daughter
120071	Richrath gets more time for a new concept
120072	Last Prunksitzung in the Scheiff/Arndt hall
120073	Lindenthal's politicians demand more frequent service on Line 9
120074	Sports director Reschke: Badstuber stays at VfB Stuttgart
120075	Fatal avalanche apparently triggered by mountain rescuer
120078	Tree falls on federal highway: Four car occupants injured
120079	Andrea Petkovic has to retire at Australian Open
120080	Talks on Tuesday: Dusseldorf before agreement with Funkel
120081	"""Jecke mood at Prunksitzung of the ""Vlattener Jonge"""""""""
120082	Good parents pay attention to these 7 things
120084	The vocabulary of this Kürtener is a goldmine for scientists
120085	Suspended sentence after attack on addiction counselor
120087	Taron Egerton: From Robin Hood to Elton John
120088	Soundbar organizes pop festival in hall 32
120089	More than 15,000 diapers stolen from truck in Euskirchen
120090	Large fender bender in collision
120091	Dominique Heintz is looking forward to a reunion in Cologne
120092	Two children hit and injured by 82-year-old man
120094	Landlady Margot Filp waits for winter
120095	Gdansk mayor died after knife attack
120096	"""Integration succeeds better today than ever before""."
120097	How Jews survived the Second World War
120098	Motorist falls asleep drunk in front of red light
120099	What ski vacationers currently need to pay attention to
120102	The next German group opponent France
120103	Handball players challenged at World Cup against Russia
120104	Kerkeling film targets two million visitors
120105	Colleagues thank touched Murray after Australian Open exit
120107	Michelangelo's David and the arduous leap into modernity
120108	"""Aphrodite"" is a tip not only for Greece fans"
120109	Gdansk mayor dies after knife attack
120110	Here you can find exhibitions around the Bauhaus in NRW
120111	Euskirchener collected old weapons and ammunition
120112	With passive smoking, the amount hardly makes a difference
120113	"Right-wing extremist identitarians harass ""taz"" and SPD headquarters"
120114	Club guest in Cologne life-threateningly injured
120117	Suspect arrested at Cologne central station
120118	Wolfgang Bosbach knighted by the New Pulheimers
120119	Digital classroom: Truck tours elementary school yards
120122	Innogy buys six planned solar parks
120123	"Foundation: ""Walk-in Bauhaus Showcase"" in Weimar"
120124	Policewoman hit during speed check
120125	79-year-old kills coughing roommate in nursing home
120126	DFB women start World Cup year with training camp
120127	900 pigs suffocate in fattening farm - state protection involved
120128	BVB signs defender Balerdi
120129	Family drives car into the Meuse - mother dead
120130	Citigroup disappoints despite profit in the billions
120132	Future of Peter Draisaitl is open
120133	Car bomb exploded in Kabul - compound inhabited by foreigners
120134	Electricity suppliers raise prices sharply
120136	Nighttime closures at Hilden interchange
120137	Why Johannes Geis was so keen to join 1. FC Köln
120138	The first-round record of Rafael Czichos
120139	Pupils in NRW swap notebooks for iPads
120140	What Kramp-Karrenbauer has in mind for 2019
120142	Mood low in Detroit: Automotive industry fears punitive tariffs
120143	Main round submission for DHB team thanks to Brazil win
120144	House of the family in Wipperfürth celebrates 50th birthday
120145	Men from Oberberg riot in regional train 25
120146	Volunteers walk the dogs
120147	Düsseldorf and Cologne/Bonn: Flights canceled on Tuesday
120148	Police confirm suspicion of arson
120149	Eight years imprisonment demanded for mother of dead Ilias
120151	USB stick with confidential data remains missing
120152	The medical center will be built from next week
120153	Black and yellow clouds over the soccer temple
120154	These are the trends of the Cologne furniture fair IMM
120155	Pupils from Oberberg travel to Austria despite snow chaos
120157	Deutsche Bahn could sell silverware to reverse the trend
120158	"A cappella formation ""Old acquaintances"" as a guest"
120160	Headwind for Scholz on property tax reform
120161	Woman's body in Schwerte: police catch suspect
120162	Unemployed man squanders 200,000 euro inheritance in two years
120163	"Fans of ""Lindenstraße"" call for demonstration in Cologne"
120164	National player Müller criticizes ZDF programming
120165	Tender for stones on market place Wipperfürth changed
120166	SC Paderborn signs Kai Pröger from Essen
120167	Farid Bang, Fler and Xatar come to the Ostermann Arena
120168	Helpers desperately search for two year old
120169	Why the Hallmackenreuther was closed for so long
120170	Land rain puts Cologne streets under water
120171	Menotti becomes director for selection teams of Argentina
120172	Germany misses early entry into main round
120174	Man overpowered and forcibly committed - SEK fired shots
120175	Huddersfield Town parts with coach Wagner
120176	Asian Cup: Hosts UAE, Thailand and Bahrain in knockout rounds
120178	Police action in Mechernich: man barricades himself in house
120180	Nissan to stick to alliance after Ghosn affair
120181	Dschungelcamp: ratings weaken - but not the candidates
120182	Funkel uncertain before talks with Fortuna
120183	"""Small moment of shock"": World Cup damper for German handball players"
120185	Fire at former employment agency - great damage
120186	Jochen Ott resigns as chairman of the Cologne SPD
120188	"Thomas Gottschalk hosts show with music from ""Hit Parade"
120189	Kupfernagel rejects World Cup speculation
120190	Swede Hedlund moves from Union Berlin to Brøndby
120191	Oberbergischer Kreis leases land for 60 years
120192	Lutz Görner and his comrades-in-arms pay tribute to Robert Schumann
120193	False sewer worker steals from seniors
120195	Should volunteer council politicians receive more money?
120196	Favorites do not show any weakness at the Handball World Cup
120197	Manchester City with work victory in overtime
120198	Use of Nikola Karabatic against Germany still open
120199	Branch thrown onto highway: Trial for attempted murder
120201	Important help in difficult situation
120202	A tribute in a cinematic setting
120204	German economy loses momentum
120205	"""Unword of the year"" is announced"
120206	Floods on the Sieg and Agger
120207	Why you should not store your toothbrush in the cup
120208	Andreas Willeke wants to make Zanders profitable again
120209	City and politicians want to save obstetrics
120210	District hall extension in Euskirchen to cost two million more
120212	Pro and contra to the performance of Farid Bang, Fler and Xatar
120213	The freedom of the offended
120214	"""Merkel's part in Brexit is immense""."
120215	Africa's south between lion hunting and mass tourism
120216	Essen and Cologne vie for Kaufhof/Karstadt seat
120217	"""Gisele, please! Stop it!"""
120218	Zverev easily in round two after initial difficulties
120219	Warning strikes massively hinder air traffic at airports
120220	In Frankfurt alone, every second flight is canceled
120221	How Lindenstraße fans want to save their favorite series
120222	Hänneschen lands hit with puppet session in horse stable
120223	Karlsruhe reviews Hartz IV sanctions
120224	Already for the tenth time a car crashes into this house in Wiehl
120225	"""Driving bans produce bypass traffic""."
120226	Vote on Brexit deal: May on a confrontational course
120227	Several injured in fire - also children among victims
120228	More than design - what the Bauhaus initiated 100 years ago
120229	Seven suspected criminals released in Cologne
120230	Over 400 million euros transferred abroad in 2018
120231	Young female driver gets into oncoming traffic
120232	Cologne SPD leader Jochen Ott quits - Christiane Jäger to follow
120233	Johannes Geis is not a panic transfer
120234	"""Concern that economics is driving too much development"""
120235	Costs for school buildings at Klingelpützpark explode
120236	Gladbach's pioneer of mentalizing retires
120238	Shoemaker Krahn runs business in fourth generation
120239	Rents rise sharply in the Euskirchen district
120240	Selena Gomez reports back after social media hiatus
120241	Truck gets stuck under railroad bridge - KVB is running again
120242	When Emperor Napoleon bounced the coal mine in Bergheim
120244	The Fastelovend on jeckem success way
120245	Refugees stay at the Ringstraße in Cologne-Rodenkirchen
120246	Lena Meyer-Landrut has broken up with her boyfriend
120247	Appeal to all graffiti sprayers
120248	Less would be more
120250	Fun in the snow and at the Christmas market
120251	Subway stops in Mülheim are dark, dirty and broken
120252	Vogelsang has much to celebrate
120253	Porz talent factory is 100 years old
120254	Emergency practice employees criticize closure plans
120255	Tax office east with new head
120256	"""Everyone who comes to the game plays, too""."
120257	Federal government urges swift improvements for rail customers
120258	Funkel confident ahead of contract talks with Fortuna
120259	May on a confrontation course with parliament
120260	Jungle camper Felix van Deventer becomes a daddy
120262	What matters when traveling by air with hand luggage only
120263	Trump spends one: Fast food for football team
120264	Two bodies found in single-family house in Paderborn
120265	China sentences Canadian to death
120266	This is what it's all about today for Germany against France
120267	Postage increase draws closer - 80 cents per standard letter
120268	Band manager relaxed - next gig soon in lignite mining area
120269	Bomb threat against district court: police continue investigation
120270	PSA achieves sales record after Opel takeover
120271	Effenberg, Hambüchen & Co.: Opposition for Kretzschmar
120274	Swiss Post to raise letter postage soon
120275	13-year-old from Kerpen drives away from the competition
120276	Downtime and hackers biggest concern for businesses
120277	13 kids are the new attraction at Reuschenberg Wildlife Park
120278	Ceiling Bunne fair to be revived in 2019
120279	Dolly Parton: cosmetic surgery for well-being
120281	NRW wants to better protect women from violence
120282	Serena Williams' outfit is a looker
120283	Waldbröl builds a foundation for the future
120284	Theis and Boston lose - Harden sets NBA record
120285	Serena Williams celebrates successful comeback
120286	India national coach Constantine quits
120287	Child benefit abroad: over 400 million euros in 2018
120290	Largest welfare association in the district turns 100 years old
120291	Mild sentence against collectors of war ammunition, rifles and pistols
120292	"""A city of millions like Cologne is not a playground""."
120293	Why the French have dominated handball for years
120294	Dobrindt provides for Unword of the Year 2018
120295	These popular travel destinations are becoming cheaper for Germans
120296	"""Relegation cramp"" instead of relegation battle? Crisis clubs in distress"
120297	Desperate search for child in 110 meter deep shaft
120298	What is the vote on the Brexit deal about?
120299	"""Last demo at the cemetery"": Susanne Neumann died"
120300	Several injured after accident on the Autobahn 1 in Burscheid
120301	Not too old for new songs: The Who return in a big way
120302	"Ritual mass bath opens Hindu festival ""Kumbh Mela"
120303	Liefers also gets strong ratings as a lawyer
120304	900 dead pigs: Alarm system was also manipulated
120305	Dolly Parton stands by her appearance
120306	Ehrenstraße to Schildergasse: These stores are now closing down
120307	Singer David Hasselhoff snowed in Austria
120308	Federal Office for the Protection of the Constitution declares AfD a test case nationwide
120309	Showcase project with help from Wiehl
120310	Film friends want to bring Elsdorf Union cinema up to scratch
120313	Consultant arrested for spying for Iran
120314	1st FC Cologne invests in SK Gaming
120316	"Iris Berben with two ""supermen"" at the film festival"
120317	Friedhelm Funkel leaves Düsseldorf floundering
120318	Despot and games: Italy's Supercup in Saudi Arabia
120319	Black locust tree at the Schloßstraße could not be saved anymore
120320	When Ehrenfeld was not yet part of Cologne
120321	New Toyota Supra comes with 340 hp for 62,900 euros
120322	"Ten years ago, ""Sully"" made the emergency landing on the Hudson"
120323	Diesel vehicles: NRW does not file suit against Volkswagen
120324	Lena Meyer-Landrut and boyfriend separate
120325	Berlin clan leader Arafat Abou-Chaker arrested
120326	The cleaning lady who stood up to Gabriel is dead
120327	Now we cuddle
120329	Rhine-Berg police checks 250 people during a large-scale inspection
120330	How many anniversaries fit into one year?
120331	PSG star Cavani praises coach Tuchel
120332	How Porz captains want to protect the environment
120333	Four-week-old daughter abused and killed
120334	Five injured in school bus accident
120335	Alice Merton swears by mint for stage fright
120336	When couples should start planning their wedding
120337	79-year-old man beats five robbers into flight
120338	No money back in case of technical breakdown at the airport
120339	Stepfather flees - With these pictures the police searches
120340	Labor Minister Heil defends Hartz IV sanctions
120341	NBA pro Kanter fears for his life
120342	Murder suspect broadcasts own arrest on Facebook
120343	The novelties from the Detroit Motor Show 2019
120344	Ford and VW announce cooperation
120345	Ford shows the new Explorer
120346	How to leave no traces on your computer while surfing
120349	Turkish prosecution wants extradition of Enes Kanter
120350	Group lays off most employees at headquarters
120351	"Cologne to become a development center with ""Obi-Campus"
120352	Florian Kainz is expected in Cologne on Thursday
120353	Conversion of KVB diesel buses costs 4.6 million euros
120354	"Hoffenheim patron on player salaries: ""Complete madness"""
120356	Bremen's Kainz facing move to 1. FC Köln
120357	Cologne triumvirate travels to the Pope in Rome
120358	Multi-resistant germs discovered in German airplanes
120359	Burglars search daycare center in Burscheid for valuables
120360	Administrative building of the district savings bank must be evacuated
120361	"""Red line"": Bundesliga with expansion and threatening gestures"
120362	Holstein captain Kinsombi drops out after tibia fracture
120363	Tengelmann: Drastic cuts at the Group holding company
120364	Gdansk issues condolence book for dead mayor
120365	Residents in Braunsfeld fear sloppy work by construction company
120366	Jecke program points in Leverkusen Carnival 2019
120368	Futile search with robot camera
120370	Excess pressure blew off exhaust pipe in hand
120371	Anka Zink hands out lessons in ostentation
120372	VW and Ford announce alliance
120374	Qualcomm loses Mannheim patent case against Apple
120375	Cologne residents can now apply for parking permits online
120377	Course for caregivers and dementia companions
120378	Funkel extends at Fortuna Düsseldorf until 2020
120379	RTL II discontinues TV show after 13 years
120380	Trump entertains guests with Burger King meal
120381	Alicia Keys hosts the Grammys
120382	EU gives away 14,500 tickets for European trips
120383	Contracts signed for new swimming pool in Waldbröl
120384	Annual meeting of the possibility thinkers in Marienheide
120385	Fraudsters on the phone currently very active - police warns
120386	AfD wants to take action against observation
120388	Monuments on cemetery in Wipperfürth deteriorate
120389	Eifelwall will be closed for cars until December
120390	Funkel extends contract with Fortuna Düsseldorf
120391	Teaching swimming pool in Fischenich to be provisionally repaired for the time being
120392	The sauna remains closed
120393	Oulustraße daycare center to move from Schlebusch to Quettingen
120394	Service dog Smilla detects drugs
120395	Defending champions Australia through to last 16 at Asian Cup
120396	Leon Bailey is one of the winners under coach Peter Bosz
120398	3500 boxes full of Lindlar history
120399	Belkaw increases prices for electricity and gas in April
120400	Free sports offers for children and seniors everywhere in Cologne
120401	"""The young concert podium"" shows Rhenish talents"
120402	Measles cases in Waldbröl - Oberberger should examine inoculation protection
120403	Already eleven avalanche deaths in Austria
120404	Suspicion of espionage: Bundeswehr adviser arrested
120405	"""Lindenstraßen"" fans go to demonstrate"
120406	Timo Horn on the initial system and his chances in the national team
120407	65-year-old man sues opponent for pain and suffering
120408	Saudi Arabian woman stuck in Thailand gets asylum
120409	Demand for gun licenses continues to rise: Reul warns
120410	Rail boss promises more punctuality
120411	RB Leipzig misses victory against Galatasaray Istanbul
120412	Qualifier Suzuki surprisingly becomes World Darts Champion
120413	VfL Wolfsburg easily defeats Rijeka - Ginczek injured
120414	1. FC Köln hopes for quick agreement in the Modeste case
120415	27-year-old succumbs to injuries after collision with KVB train
120416	Rear-end collision: Full closure after accident on A7
120417	AfD politician must pay Noah Becker compensation for pain and suffering
120418	Two people injured in accident in Engelskirchen
120419	Cyclist run over by turning KVB bus - loud cries for help
120420	Where to put the tourists? Cities worry about authenticity
120421	Jochen Malmsheimer receives German Cabaret Award 2018
120422	Woman hit by streetcar in Cologne and seriously injured
120423	As much garbage as perhaps nowhere else
120424	Striker Jonathas wants to return to Hannover 96
120425	Painting by former Mayor Roters unveiled in the Historic City Hall
120426	Germany concedes last second equalizer against France
120427	Coup missed: German handball players draw against France
120428	Concerns about a chaotic Brexit are growing
120429	NRW has a shortage of 10,000 nursing professionals
120430	Russia defeated: Brazil provides DHB team with support
120431	The invisible
120432	Major operation at accident site with hazardous goods truck ended
120433	A piece of the office rented
120434	"""Discourse postponed"""
120437	With picture books on the way to literature
120438	Matera in Southern Italy - A city of contrasts
120439	World Economic Forum presents its risk report
120441	Food supplements are usually unnecessary
120442	Alt rappers deliver great show and get political
120443	This is what happens to the coins from the Trevi Fountain in Rome
120444	No room for park-and-ride - and for partridge
120445	Friesheimer donate for senior citizen
120446	Judge cancels trial for assault
120448	Cattle square neighborhood is again a place of dreariness
120449	Nothing more prettified
120450	"Evelyn's ""Sex Talk"" with Domenico is a feast of trash TV"
120451	This is the situation regarding the cat protection ordinance in Oberberg
120453	Many businesses on the Höninger Weg are doing badly
120454	District savings bank closes 16 branches
120455	Everyone must become active - Viehplätzchen neighborhood has potential
120456	Dog puppies scare away gloomy thoughts
120457	Overath and Bergisch Gladbach receive money for school sports
120458	That's it for Smart - branch in Wiesdorf stands empty
120459	This is how the public prosecutor's office prosecutes hate speech on the Internet
120460	"""Kölner Stadt-Anzeiger"" participates in ""Pursue instead of just delete"
120461	NHL: New York Islanders defeat St. Louis Blues
120462	"""Schools of the future"" networked via state program"
120464	SC Paderborn mourns the death of former president Finke
120465	Cologne keeper Horn thinks about DFB selection
120466	"Witness: ""El Chapo"" paid millions to ex-president Nieto"
120467	"May was unprecedentedly ""humiliated, condemned and betrayed"""
120468	15 hottest places in the world all in Australia
120469	Jack White becomes a father again - and doesn't want to change diapers
120470	Number of pirate attacks increased significantly
120471	More custom tailors become masters
120472	Why fasting is so good and what you should know about it
120473	What options remain now?
120474	Do you remember these recipes from childhood?
120475	Male floater discovered in the Rhine - identity unclear
120476	New car registrations in the EU continue to fall
120477	Terrorist attack in Nairobi ended: Numerous dead
120478	Nissan Leaf as e+ with more power and longer range
120479	Auxiliary bishop distributes coffee to refugees and homeless people
120480	Giant crocodile jumps up and kills keeper
120481	This is what the Volkshochschule Oberberg offers in 2019
120482	"Ditib wants a new start and presents ""visions"
120483	Guided tours allow a look behind once closed walls
120484	Politicians no longer want the expansion of the Godorf port
120485	Klinsmann on son Jonathan: He has what it takes to be number 1
120486	1. FC Köln announces next new acquisition
120487	Three photographers show Jewish life in Germany
120488	Skoda launches small SUV
120489	After 100 hours still no tunnel is built
120491	Cologne triumvirate presents Pope Francis with special gift
120492	Woidke optimistic after top-level meeting on coal phase-out
120493	Study: Nursing care contribution will have to rise again
120494	Professional soccer player Schindler moves to 1. FC Köln in summer
120495	"""Hello Dolly"" star Carol Channing dead"
