aid	deepl_title
130075	Bayern take league lead - BVB beats VfB late
130076	RB Leipzig also fails against Augsburg's bulwark
130077	"Gabriel calls EU the ""last vegetarian of world politics"""
130078	Kantersieg provides an important insight into the team
130080	Gummersbach parts ways with coach Bahtijarevic
130081	19-year-old collides with tree in Wipperfürth
130082	Why the pinball machine has disappeared from many Cologne pubs
130083	Police break up hooligan brawl in Cologne-Dellbrück
130084	AKK presents own reform proposals for the EU
130085	"Wagenknecht relinquishes leadership of the ""Aufstehen"" movement"
130086	Mönchengladbach ends crisis: 1:0 at Mainz 05
130087	Gladbach back on course for the Champions League
130088	Plane crash takes the lives of twelve people
130089	Bayer 04 must start at desolate Hannover an
130090	Roncalliplatz - Cologne's living room is in semi-darkness
130091	Kramp-Karrenbauer counters Macron with her own reform proposals
130092	Schweinsteiger still waiting for first win with Chicago
130094	Tree falls on apartment building in Bonn
130095	Rummenigge wants to bring Schweinsteiger back
130096	Scene of the crime: Forever and you
130097	France dares to go it alone
130098	North Korea elects new parliament
130099	Unbeatable: Bob pilot Friedrich achieves the double hat trick
130100	Kindergarten children in Linde make nesting boxes for native birds
130101	Hecking confirms: I can imagine being national coach
130103	15 dialysis patients apparently died
130104	Neighborhood bus to get new route and cheaper fare
130105	Summer holiday care in Euskirchen becomes more expensive
130106	RWE must clean up toxic waste dump in Manheim forest
130107	Asylum seekers hope for protection status through self-incrimination
130108	Around 30 injured in passenger plane due to turbulence
130109	Father wants Daniel Küblböck declared dead
130110	R. Kelly back on the loose after three days
130111	Podolski wins 3:1 away with Kobe
130112	Soccer fan gets under train in Cologne-Dünnwald
130113	Exceptional case with great closeness
130114	Jennifer Lopez and A-Rod got engaged
130115	Construction industry calls for VAT reduction for social housing
130116	Hospital informs 78-year-old of impending death via video link
130118	At least 15 dead in attack on strip club in Mexico
130119	Two cars collide in Spich
130120	The city at the tourism fair - Cologne is food
130121	Five Germans die in plane crash in Ethiopia
130122	Schleiden's alderman elected for another eight years
130123	New development area in Hürth soon to be completed - 20 million invested
130124	"Access to Rösrath school center via ""An der Foche"" blocked"
130125	What the restaurant guides say about restaurants in the Rhein-Sieg district
130126	Initiative criticizes planned route of bicycle expressway
130127	Driver and passenger want to change places - collision with police
130128	Sylvie Meis met her new boyfriend on the film set
130129	Dog missing on snow tour turned up after three weeks
130130	Man riots in discotheque - several patrol cars on duty
130131	Four-year-old sets off Sunday morning for kindergarten
130132	Firefighters save four thirsty baby squirrels from certain death
130133	Outrage over new punctuality measurement at Deutsche Bahn
130134	Organic store warns customers about cheat pack on own shelf
130136	Freiburg with stand-up morale without danger of relegation
130137	City marketing fears image damage for the whole of Cologne
130138	The old megaphone gives way to social housing
130139	Radiology gets more space
130141	Maas criticizes Venezuela after expulsion of ambassador
130142	Good end of a utopia
130143	Second division match between Fürth and Dresden canceled
130146	Bus exploded in the city center of Stockholm
130147	Resident in Holzem notices smoke - seven people rescued
130148	FDP and state representatives criticize planned postage increase
130150	Body of girl washed up on island of Lesbos
130151	Kirchentag criticizes lack of education
130152	Man assaulted at Heumarkt bus stop and threatened with knife
130153	"""Alice in Wonderland"" comes to the stage as a rock musical"
130154	Storm in NRW: Weather service issues second-highest warning level
130155	Jean Pütz: QR code with video left on gravestone
130157	Jean Pütz wants to leave QR code with video on gravestone
130158	Talk with Rangnick after Sabitzer's criticism
130159	Federal Foreign Office tightens travel advice for Turkey
130160	Sylvie Meis and her new love
130162	Turbulent evening for Serhou Guirassy
130163	Deutsche Bahn suspends long-distance services in NRW
130164	Hoeneß takes Löw to task after Liverpool
130165	Boy locks out father at high altitude - spectacular rescue
130166	Nippes secondary school to move to Kunibertsviertel in 2020
130167	Mourning for right-wing hooligan?
130169	Report: Deutsche Bahn to introduce new punctuality calculation
130170	"""I had to take Stefan Raab to the car after the shows""."
130172	Sandhausen second to last after win at Magdeburg
130173	Four stoppages of play: HSV celebrates landslide win at Pauli
130174	Liverpool stays close to Man City - 4:2 win against Burnley
130175	Deutsche Bahn suspends long-distance services in NRW due to storm damage
130176	Roofing felt buries car in Cologne - cemeteries closed
130177	SPD honors Ulla Osberghaus as Wipperfürth's Woman of the Year
130178	Horizont youth center launches new project in Lindlar
130179	The three-way battle in the 1. FC Köln attack
130180	Danger for man and toad
130181	Advertising for the Rhine-Sieg district should inspire
130182	Kreissparkasse Köln closes eight branches in Rhein-Berg
130183	Fire department Rhein-Sieg in continuous operation - many fallen trees
130185	A new man for the Presidium
130186	Snow prevents safe goal against Bayer 04
130187	Fire department extinguishes fire in country hotel
130188	Red Salzburg sets record: 39 league home games undefeated
130189	Despite catch-up: Bitter 96 defeat in driving snow
130190	Hradecky saved from slush, Volland flourishes
130191	"""Forever and You"" is more drama than murder hunt"
130193	Fallen trees, covered roofs and power outages
130194	Nippes gets 23 new charging stations for e-cars
130195	Severe storm causes a lot of damage in the region
130198	Father allegedly killed his infants
130200	After the exit from the Champions League: Real Madrid wins at Valladolid
130201	Health insurance funds achieve surplus of two billion
130202	Invest money without investing in weapons and oil
130203	Trump to stop naming civilian drone victims
130204	Track cycling world champion Catlin dies at age 23
130205	Future of the House of Art
130206	Celebrities sewing box
130207	Green jewel in the middle of the city
130208	29 British must apply
130209	Two runs had to be cancelled
130210	Liberation from the aprons
130211	Parents want a more child-friendly city
130212	"Herrmann after world championship title: ""Making life difficult for others""."
130213	Team of the hour: Fortuna no longer even fears Jovic
130215	Tenth anniversary: Winnenden commemorates the victims of the rampage
130216	In the Rhine-Erft district the spring messengers are very early
130217	Already 1000 signatures collected for Aggerfreibad
130218	First learning night in public library becomes a success
130219	Spring feelings among autumn apples
130220	Nativity scene in Hellenthal parish home intact
130221	Defendant surprisingly gets off
130222	More brain infections from tick bites
130223	Airbus launches air cab model project in Ingolstadt
130224	Who should pay when the road is broken?
130225	Lufthansa seeks new takeover targets
130226	Maas promotes extension of Afghanistan mission
130227	Companies courted the youth
130228	What will be important this week in Cologne
130229	How to save electricity and money in the home
130230	After the storm: First trains in NRW are rolling again
130231	After crash in Ethiopia: Take-off bans for Boeing 737-8 Max
130232	Kelly Catlin dead at 23
130233	Verfassungsschutz: Right-wing martial artists rehearse street fight
130234	Parking garage next to Cinenova in Cologne-Ehrenfeld reduces costs
130235	Union's Ruhnert on political office: Knowing where you come from
130236	Dardai on Stark: Brings everything for national player
130237	Bobic criticizes soccer education in Germany
130238	Self-made fantasy worlds in the Tri-Café
130239	End of March last meeting in the Siegburg District House
130240	"""Taking it one step at a time"""
130241	Because 60 is the new 50 or even 40
130242	Artist Uwe Appold presented his work in the parish church St. Margareta
130243	"Beatrix von Storch considers Emmanuel Macron a ""loser"""
130245	German industrial production lower
130246	Tom Gerhardt marries his life partner
130247	FDP leader Lindner puts students down and earns shitstorm
130249	U-turn at Tesla: More stores stay, prices rise
130251	Gladbach administration could not refuse rental
130253	Heimatabend Oberwiehl celebrates togetherness
130254	This tactical trick of FC coach Anfang showed effect
130255	High-profile guests invited to event
130256	116 year old Japanese woman now oldest person in the world
130257	Tree threatens to fall on gas tank in Cologne-Fühlingen
130258	Andreas Bausch awarded the Rhenish Art Prize
130259	"""Beverly Hills, 90210"" actor Jed Allan dead"
130260	George Foreman mourns the death of daughter Freeda
130262	No referee in video cellar at Real game
130264	Under the garbage were 35 square meters of laminate flooring
130265	Regulation for one-way street made clearer
130266	Empty video referee room in Valladolid causes mystery
130267	Rail boss Lutz: Long-distance trains 80 percent on time in February
130268	Cologne cable car to be running again by Easter at the latest
130269	Japanese still struggling with consequences of tsunami disaster
130270	"""There are one to two students with dyscalculia per class""."
130272	Rail traffic on the S6 around Leverkusen still disrupted
130273	Cologne politicians want extra lighting for sidewalks
130274	District government reprimands Reker - city contradicts
130275	Fire department in continuous operation - follow-up operations during the night
130276	Uth and Harit again not in Schalke squad
130277	Case remains mysterious - pressure on police grows
130278	"Police officer beats up defenseless ""yellow vests"" activist"
130279	Snack bar employee saves life of regular customer
130280	Women sexually harassed on train between Cologne and Stolberg
130281	Correctly regulate storm damage
130282	Cologne police comb eleven bars in Nippes and Chorweiler
130283	The background to Infantino's pumped-up Club World Cup
130285	Does Volland shoot himself into Löw's field of vision?
130286	"""Eberhard"" causes damage to the cathedral"
130287	Tui considers grounding its Boeing 737 Max 8 aircraft
130288	3000 people without electricity, heating and light
130289	Giant cargo plane returns around 2:30 p.m.
130290	Germany puts little money into continuing education
130291	Dealer tries to swallow drugs
130292	Haie coach Lacroix on the playoffs and bloody Youtube videos
130293	"Snowfall and many operations due to storm ""Eberhard"
130294	Lewandowski missing from Bayern training ahead of Liverpool game
130295	Man arrested with 300 grams of cocaine in his underpants
130296	Two brothers beat local resident in Wesseling
130297	Cologne: Spinner called on vice presidents to make redundancies
130298	How iPhone users share their wifi - without revealing the password
130299	"""Eberhard"" knocks down hundreds of trees"
130300	Al Bano blacklisted in Ukraine
130301	Overather pop singer Peter Orloff celebrates in Lohmar
130302	Tree crashes into sofa - Mülheimer lives because he wanted to smoke
130303	Sahra Wagenknecht is no longer a candidate for the chairmanship of the parliamentary group
130304	Tree falls on car and seriously injures driver
130305	Zidane becomes coach at Real Madrid again
130306	Storm causes standstill on highway and railroad tracks
130307	The best photo spots in front of German landmarks
130308	Driver in Hennef leaves burning car just in time
130309	Pediatricians and adolescents call for mandatory vaccination against measles
130310	Wuppertal Regional Court convicts man of 20 counts of attempted murder
130311	Steffi Graf laments physical consequences of her career
130312	Gündogan surprised by Löw decision against Bayern trio
130313	Vote in the big Cologne health checkup
130314	Cologne agency informs about vacancies
130316	Wagenknecht does not run for chair of the Left Party parliamentary group
130317	Müller-Römer to be elected Spinner successor this evening
130318	Burglars in the Raiffeisen market at the Leichlingen train station
130319	"Big secret about filming for ""Babylon Berlin"
130320	Children killed with cuts: Father under suspicion
130321	Pastor collapses and dies after farewell sermon
130322	How wife Claudia cost Stefan Effenberg his Schalke job
130323	Secretary of State: Brexit vote will take place as planned
130324	Man comes to police station with pipe bomb
130325	More than one in five pairs of shoes is bought online
130326	"""We got through the worst of it""."
130327	Leverkusen schoolgirl with exceptional commitment
130328	Power failure in Kürten paralyzes Radio Berg
130329	Energy labels for lamps and refrigerators become clearer
130330	Still a lot of work in Oberberg - Do not enter forests
130331	Entire EU airspace closed for Boeing 737 Max 8
130332	Participants from all over Germany attracted to Gummersbach
130334	Three men sentenced for aggravated gang theft in Cologne
130335	HSV against Darmstadt 98 without captain Hunt
130336	Police station in Wipperfürth with new management
130337	"""State forces people to jump off the bridge""."
130338	Waldbröler fire brigades can accommodate more young people in the future
130339	Passengers have to wait hours for their suitcases
130340	Roof of a sports hall in Poll collapses
130341	Menzel sketch back in the Museum of Prints and Drawings
130342	Trouble over new Thermomix - threats of legal action against Vorwerk
130343	Scholz: Deutsche Bank and Commerzbank sounding out the situation
130344	"Will the ""Rheinpendel"" solve Cologne's traffic problem?"
130345	Investigations are completed - sobering results
130346	Cohen suspended for one game after red in Berlin
130347	LEG to build 500 new apartments in Cologne
130348	Real brings back Zidane in the crisis - Solari dismissed
130349	"Tedesco on the game at Manchester Ciy: ""Seize the opportunity""."
130350	Cities plan bike routes - also between Cologne and Leverkusen
130351	Claudia Effenberg spoils Stefan Effenberg coaching job
130352	"How Nadja Loschky stages Dvořák's ""Rusalka"""
130353	Frankfurt's head of defense Hasebe plays despite broken nose bone
130354	Fire department removes tree on KVB overhead line
130355	A good third believes in Bayern victory against Liverpool
130357	Euro finance ministers push ahead with budget
130358	AfD faces further fine of 280,000 euros
130359	Fan blocks remain empty at kick-off of Monday match
130360	"Watzke on plans for the Club World Cup: ""At least worth considering""."
130361	Difficult task for the new man on the FC Board of Management
130362	Meuthen: AfD threatened with fines over donations
130363	Spinner completes resignation as president of 1. FC Köln
130364	Continental aims to increase the proportion of women in management positions
130365	This is Queen Elizabeth II's first Instagram post.
130367	BVB coach Favre taciturn in the crisis
130368	"""Leverkusen Lion"" goes to Heinz-Jürgen Ohrem in 2019"
130370	Dress rehearsal for Inter: Frankfurt wins in Düsseldorf
130371	"""madhouse"" - real estate agent outraged by expropriation plans"
130372	Like a child in the sandbox
130373	Ranieri's successful coaching comeback at Roma
130374	Woman writes poem to her husband - the reason all mothers understand
130375	Meuthen: AfD faces fines of 400,000 euros
130376	Ski jumper Althaus behind Lundby again
130377	Referee: Goal for Düsseldorf disallowed for offside
130378	Düsseldorf in Wolfsburg without striker Kownacki
130380	Required reading in the matter of trees
130381	Spacious, bright and built with foresight
130382	Great honor for the music school director
130385	Volkswagen presents annual report for 2018
130386	Are doctors liable for senseless suffering at the end of life?
130387	"""If that doesn't change, then it's going to be difficult with me""."
130388	Eight months closure announced
130389	Gymnasium extension in Marmagen is more complicated than expected
130390	Missed appointment - can the doctor now charge?
130393	Parents fight for more places - city rejects additional classes
130394	Truck trailer falls from bridge: Closure of the A44
130395	Dispute over clearing in Hambach Forest back in court
130396	Horst Seehofer praises Chemnitzer FC for reappraisal
130397	"""Enrollment numbers are a disaster"""
130398	Truck loses water boxes - obstructions on highways
130399	"Rape unlikely since woman looked ""male"""
130400	NRW wants to bring biodiversity research center to Bonn
130401	Murder trial against Ali B. begins in Susanna case.
130402	German air traffic control struggles to find additional controllers
130403	Draisaitl leads Edmonton to win against New York
130404	Schröder leads Oklahoma to away win in Utah
130405	Wolfgang Schulz is the new principal
130406	Shortcut to school poses high risk of accident
130407	After escape from Bahrain: Al-Araibi is now Australian
130408	Construction projects in Siegburg and Hennef more expensive than planned
130409	Young people maintain the custom of winter expulsion
130410	Leverkusen integration stories to witness
130411	What's next for the Christmas market in Cologne's Südstadt district?
130412	District council meets in Chorweiler
130413	Pelosi doesn't want impeachment proceedings against Trump
130414	"DEL champion Munich warned - ""Don't be fooled""."
130415	"""Flight cab parents are the next level of helicopter parents""."
130416	State of NRW has refugee accommodation evacuated
130417	Fishermen warn of dead Elbe: smelt stock declines
130418	"Veh criticizes unrest in Cologne: ""Allergy to intrigue""."
130420	Right martial artists train for street fighting
130421	Founder Berners-Lee warns of problems
130423	New hope for Brexit vote: EU accommodates May
130424	Uniper expects further decline in earnings
130425	"""BirGün"" Editor-in-Chief İnce New Hamburg Scholarship Holder"
130426	Did Gebauer prefer party-affiliated company for order?
130427	Evan Rachel Wood speaks out about abuse experiences
130428	"""Donald Trump is not worth it"""
130429	Patent applications in Europe reach record level
130430	VW boss Diess earns more than 8 million euros
130431	Emperor Akihito begins rites to abdicate soon
130432	Defendant from Nümbrecht speaks of blackout in court
130433	Citizens to have blood tested
130434	The new building should be ready by the end of April 2020
130435	Roland Kaiser sees the importance of the CD dwindling
130438	Dieter Birr rules out Puhdys comeback
130439	Renault, Nissan and Mitsubishi plan new management body
130440	Son fights for compensation for pain and suffering
130441	Ryanair customer comes funny typo expensive to cost
130443	Conor McGregor goes after fan outside hotel
130444	The road is now to be rehabilitated only from April
130445	Netflix shoots in dilapidated swimming pool in Hürth
130446	SPD wants to promote public transport tickets in the event of diesel driving bans
130447	More and more countries ban Boeing 737 Max 8 from taking off
130448	Cologne couple wins one million euros
130449	"Ellen Schwiers: ""I want to die"""
130450	FC striker Terodde faces longer break
130451	Computer and video games fair Gamescom remains in Cologne
130453	Dirty air claims more lives than smoking
130455	Small child falls from window on the second floor in Hagen
130456	"First place for ""Bella Germania"
130457	Here Oberberger learns how to prune fruit trees properly
130458	"Fair ""Creativa"" before start: Handmade again in great demand"
130459	Pupils get only meatless food on Mondays
130460	"Peiffer expects ""tough race"" in Östersund"
130461	"Women drive cheaper in Berlin on ""Equal Pay Day"
130462	Five car burglars sentenced to prison at once
130463	Police search Gelsenkirchen tax office after threatening email
130464	Finding the real triggers for shopping addiction attacks
130465	What the astronaut says about the controversial award for her husband
130466	Laschet and Reker have backed the right horse
130468	Less crude oil and natural gas produced in Germany again
130469	"""Kalashnikov gang"" must spend life in prison"
130470	AfD justifies loose handling of donations
130471	Significantly fewer start-ups in North Rhine-Westphalia
130472	5G auction: Freenet also insists on court ruling
130473	This is why living in the surrounding area is becoming more expensive
130474	Ali B. asks Susanna's parents for apology
130475	Workshop to show help for local sports clubs
130476	Nearly 9500 applications for drought aid from farmers
130478	1. FC Cologne in Duisburg without Terodde
130479	USA threatens Germany over Huawei
130480	Season out: Ski jumper Straub has to take a break for months
130482	Apple apparently unveils its video streaming service
130483	"FCI coach Keller after Cohen attack: ""Unter aller Sau"" (""Not a bitch"")"
130484	On a bird call exploration in the open-air museum Lindlar
130485	Paderborn Hünemeier suspended for two games
130486	Court classifies dog Kalle from Sankt Augustin as harmless
130487	Where to find the trendy noodle soup from Japan in Cologne
130488	Police search for Rebecca in Brandenburg lake
130489	Introduction of digital tax in Europe failed
130490	Caution - this Whatsapp message is a Trojan horse
130491	5G prospects: Remote-controlled trucks by radio
130492	Dieter Bohlen makes a comeback with hits from Modern Talking
130494	Liverpool's Mo Salah struggles with weak phase
130495	EU Parliament concerned about 5G technology from China
130496	Man confesses to murder of Düsseldorf woman in courtroom
130497	Bollards regularly removed by force - politicians demand solution
130498	FC professional Risse suffers allergic shock
130499	Woman hits 13-year-old cyclist and flees - witnesses wanted
130500	Armed perpetrators shoot during robbery
130501	These cruise ships will set sail in 2020
130502	Kovac plans to use Coman and Alaba against Liverpool
130504	1. FC Köln in Duisburg without sick goal scorer Terodde
130505	Löw explains personnel selection - DFB top management wants answers
130508	"""Zizou"" makes the royals happy again - almost all of them"
130510	Man obstructs rescue workers - and wants to hit police officer
130511	Südzucker plans to withdraw from the world market
130512	Municipality buys toilet paper for twelve years
130513	May the landlord require tenants to lock the front door at night?
130514	Müller-Römer meets Wednesday with fellow board members
130515	Venice Biennale wants to be open and borderless
130516	Man acquitted after possible sexual harassment in disco
130517	ZDF correspondent finally receives work permit
130518	Portraitist Anton Graff in Dresden
130519	"Newcomer does not feel like ""old iron"
130520	Police and THW search for Rebecca in Brandenburg
130521	Report on Sankt Augustin plane crash available
130523	Next candidate for a star restaurant in Cologne in sight
130524	Wolfsburg coach Labbadia quits at the end of the season
130526	Enrico Lübbe succeeds in staging a stirring new production
130527	Jülich cannot find room for its Castor containers
130528	Lightning strike in cockpit: airline not liable
130529	German diver almost swallowed by whale
130530	RWE rejects settlement - BUND ready to compromise
130531	Gura files for insolvency - operations to continue
130532	Fashion store in Lindlar reopens - other retailers interested
130533	Bollards against the parent cab in Gummersbach
130534	Will Rosenmontag soon become a public holiday?
130535	Traditional Cologne music store Tonger reopens
130536	Steinmüller Babcock to build waste recycling plant
130537	Labbadia leaves Schmadtke
130539	Further verdict on Kalashnikov attack in Waldbröl
130540	Mülheim Bridge in Cologne even more dilapidated than assumed
130541	Family minister wants to improve conditions for fathers of separated children
130542	SPD politician: Merkel resignation would result in new election
130543	Hamann criticizes Löw's separation style
130544	Dudenhöffer's Next Program: Heinz Becker and Death
130545	1. FC Cologne extends top position
130546	Karstadt owner Benko acquires stake in Chrysler Building
130547	Fortuna Köln earns a point against leaders Osnabrück
130549	"Klopp is looking forward to an ""open game"" against FC Bayern"
130550	Two dead after head-on collision in Steinfurt district
130551	Cologne Sharks start playoffs with debacle
130552	Manchester City inflicts highest European defeat on Schalke
130553	"Despite 0:7: Tedesco thinks ""not for a second"" about resignation"
130554	Somali sues Federal Republic before OVG in Münster
130555	Diet in favor of the planet
130556	Health training in Hitdorf
130557	Further discussion about the parking spaces
130558	Smashed the window seven times in 15 months
130561	Eon and Innogy present annual figures
130562	International Craft Fair begins in Munich
130563	Adidas presents balance sheet for 2018
130564	Rose, Glasner: Speculation about Labbadia successor at VfL
130565	FC Bayern must save the Bundesliga's battered reputation
130566	Trapattoni on Germany: Language was tough opponent
130567	The horror of the Nazi regime and the happiness of escape
130568	Thyssengas builds a branch in the Oststraße industrial park
130569	Organic supermarket warns by notice about this advertising lie
130570	Gladbach sports stadium to get new lighting system
130571	Children can recharge the learning battery at the energy filling station
130572	35-year-old man stands trial for aggravated robbery in Cologne
130574	The square meter costs between 30 and 370 euros
130575	Former Pope confidant Pell sentenced to long prison term
130576	How Bergisch Gladbacher want to defend their meadow
130577	Giovanni Trapattoni talks about his biggest challenge
130578	Trapattoni raves about Ancelotti
130579	Trapattoni praises Ancelotti
130580	Child porn and abuse: 15 cases known to police
130581	When stress makes you sick
130582	Interior decorator Frank exists for 100 years in Cologne
130583	Oberberg's bizarre street names and their origin
130584	Brazil: Arrests after murder of prominent councilwoman
130585	Tennis pro Kohlschreiber surprisingly wins against Djokovic
130586	"""The welcoming culture for refugees is crumbling""."
130587	"Guaidó appears confident of victory: ""Soon in the presidential palace""."
130589	Child porn and abuse: 15 cases with police
130590	Hummels wife Cathy does not blame national coach
130591	Pressure on U.S. aviation authority intensifies
130592	California governor wants to abolish death penalty
130593	Animal owners in Rhein-Sieg are concerned about their herds
130595	"Storm ""Eberhard"" left behind a lot of work"
130596	A night around technology
130597	Only a quarter of Germans expect world championship title for Vettel
130598	The long dry spell claims its victims
130600	Factions welcome forest kindergarten in Kall
130601	Discounter moves into corner store in Hürth Park
130602	"""This shirt made my day"""
130603	Volkswagen plans to cut up to 7,000 jobs
130604	Sankt Augustin bulldog Kalle does not have to wear a muzzle
130605	Augsburg and Ingolstadt dominate start to playoffs
130606	One of the crash victims in Ethiopia was GIZ employee
130607	Ronaldo celebrates with provocative gesture towards Simeone
130610	Hayali thanks for encouragement after incident
130611	"""Bild"": No salary - goalkeeper Karius takes action against Besiktas"
130612	What is the next step for the K 53n for Morsbach?
130613	Study: Every fourth child in Hesse is chronically ill
130614	Olivia Newton-John camouflaged with caps and masks
130615	U.S. pilots reported problems with autopilots last year
130616	We give away tickets for Nicki Minaj
130618	Win tickets for the concert of Revolverheld
130619	"We raffle tickets for the ""Australian Pink Floyd Show"
130620	Real estate mogul hangs wedding photos on skyscraper
130621	Turmoil in the run-up to the Leipzig Book Fair
130622	"What became of street musician ""Klaus the Violinist"
130623	Truck driver almost runs over a policewoman on the B264
130624	Cyclists must now ride on the road
130625	District builds new bridge over the Agger in Vilkerath
130627	The fifth Hürth rock night takes place in the community center
130630	Tree threatened to topple onto KVB line - damage repaired
130631	IfW drastically lowers growth forecast for Germany
130632	English press mocks Schalke after 0:7
130633	Bayern game on pay TV - friends and pub as an alternative
130634	"Ministry of Labor plans five ""centers of the future"
130635	Everybody scolds helicopter parents - but they are great
130636	Kunstverein Nümbrecht shows pictures by Rolf Mallat
130637	Boy from Euskirchen confesses to starting fire
130638	Prison paid Hamburg terrorist aide 7,000 euros
130639	Jonas Hector missing from training - Marcel Risse is back
130640	High-pressure cleaners destroy Rhine boulevard
130641	German is said to have died because he ate only light
130642	Max Meyer rants about ex-manager Heidel
130643	Man and police officer injured
130644	Checklist for the 2018 tax return
130645	No understanding in Brussels for Scheuer's limit doubts
130646	Heino is sad
130647	"Incident on ""Morgenmagazin"": Woman scolds ""lying press"
130648	Fahri Yardim and the fear of becoming stuffy
130649	Absenteeism depends strongly on occupation
130650	Planned sewer works could cause damage to houses
130651	Garbage collectors turn cleanup into Internet hype
130652	"Woman stolen on escalator - ""happened out of desperation""."
130653	New restaurateur tries his luck with this Cologne stalwart
130654	"FCA manager Reuter: ""Would like to remain independent of the league""."
130656	Resistance to idea of major bank merger grows
130657	Troubled times: Uniper board sees opportunities for Datteln
130660	140 major construction sites cause traffic jams on NRW's highways
130661	VW tightens austerity measures: up to 7000 jobs to be cut
130662	TV Refrath hosts the 45th Königsforst Marathon
130663	Deutsche Post sells its messenger SIMSme
130664	Arms manufacturer Rheinmetall wants compensation from the federal government
130665	Illegal trade in puppies: hundreds of cases in NRW
130666	Everything you need to know now about the 2018 tax return
130667	All employees of the OGS Theodor-Heuss-Schule resign
130668	Police check cars and apartments at Kölnberg
130669	Italy's government adorns itself with Leonardo
130670	It remains stormy: new lows approaching
130671	Combined world champion Frenzel ends season prematurely
130672	Bayern needs the super new guy against Liverpool
130673	How much does the 5G network endanger health?
130675	Martin Börschel retains two high posts in Cologne
130676	Unknown steal four bee colonies in Frechen
130677	DS3 Crossback arrives in May from €23,490
130678	Neil Young comes to Germany in summer
130679	Police solve fires in Düren and Heimbach
130680	British government lowers growth forecast
130681	FC Empoli parts with coach Iachini
130682	UEFA investigates Neymar
130683	Brexit brings uncertainty for nearly 3800 Britons in Hamburg
130684	Body from the Lucherberge lake not yet identified
130685	DFB President Grindel cancels interview
130687	What's behind the mammoth project?
130688	Cologne Cathedral treasury remains closed for the time being
130689	Cologne's Eigelstein is being redesigned - parking spaces are being eliminated
130690	Buying places at elite universities for children without opportunities
130691	Federal archive to be responsible for files in future
130692	Schick would even sue for mushroom cultivation
130693	Julian Brandt awakens desires
130694	Kremlin intervenes - When will the animals be released?
130695	25 cigarette vending machines blown up in Cologne city area
130696	DEL suspends Haie captain Moritz Müller for one game
130697	Old boiler house in Leverkusen sold
130698	A piece of pop music history at Scala
130699	Less carry-on luggage on board is supposed to reduce delays - will that do anything?
130700	Missing 13-year-old girl found again
130702	Bläck Fööss musician joins Herbert Grönemeyer's band
130703	BVB pro Sancho in England squad
130704	14-year-old allegedly strangled classmate
130705	Images around communion and Judas in the church
130706	Obelix spokesman Charly Hübner likes wild boar
130707	Schalke needs a new culture in dealing with everything
130708	Haus Segenborn inaugurates renovated rooms in Pulvermühle
130709	Smart planning fails to resonate with commuters' sensibilities
130710	Shredder machine on fire at Remondis
130711	Low enrollment numbers cause mixed feelings
130712	Jadon Sancho back to England for 117 million euros?
130713	Financing model is still unclear
130714	Cologne police immobilize car transporter
130715	Minister of the Interior Reul gives the laudation at the CDU Citizens' Award ceremony.
130716	WinLi criticizes burden on refugees
130717	OGS employees worry about their jobs
130718	"St. Angela in Wipperfürth becomes ""School without Racism"
130719	Müller-Römer wants to take care of the first division squad
130721	Con man must spend almost eight years in prison
130722	"Trapp before Milan match: ""Like a Champions League game""."
130723	Balance of Eifel tornado worse than assumed
130724	Expensive sports car and classic car stolen from Cologne
130725	Trump's ex-campaign manager faces seven and a half years in prison
130726	From assistant to boss: Peintinger's big evening
130727	Facebook, Instagram and Whatsapp unavailable for hours
130728	Kraft takes the lead at Raw Air - Germans join in
130729	After heat summer threatens enormous damage from bark beetles
130730	"Beckenbauer on Löw: ""Would probably have done things differently""."
130731	Tornado-like wind covers roofs in Roetgen
130733	Fire at BPW - fire department with 64 men on site
130734	School committee votes against overhang class at Hennef high school
130735	"""Don't move a millimeter to the right""."
130736	FC Bayern eliminated from Champions League
130737	USA grounding Boeing 737 Max after all
130738	The dance around the white whale
130739	Area around the Alt-Hürth stadium to be expanded
130740	Teacher writes anti-children book and causes uproar
130741	Single-family houses are to be built on the edge of Firmenich
130742	Municipality plans barrier-free walking and cycling path
130743	Studio house in the technology park is evicted
130744	New use for eternal construction site on the Wupper in sight
130745	AfD does not manage to exclude ultra rights
130746	Sponsoring association criticizes city - permanent opening now possible
130747	Death of racing director Whiting shocks Formula 1
130748	"""Have crisis situation behind me""."
130749	Twelve-year-old Cologne girl celebrates her big cinema debut
130750	Australian fends off bow-and-arrow attack with smartphone
130751	Hennef fire department must free one-year-old
130752	Many visual wow effects
130753	Cabaret artist visits employees of a supermarket in Cologne
130754	Here's what's happening with the planned highway bridge in Cologne
130755	Art as therapy for the soul
130756	Parking garage to open longer
130757	Mockery and criticism for gravel beds in Lohmar
130758	City of Lohmar must turn around on its erroneous path as soon as possible
130759	Why cupcakes were distributed on the Cologne Cathedral Plateau
130760	With the tenant begins a new chapter in the Nettersheimer Hof
130761	Car with family crashes down slope - Four seriously injured
130762	Lori Loughlin Pays $1 Million Bail
130763	Driver trapped and seriously injured in Niehl
130764	"""Patients with health insurance will get doctor's appointments faster"""
130766	Gang of thieves makes Cologne and surrounding area unsafe
130767	Association worries about Hoffnungsthal's calling card
130768	Little Yahya suffered severe burn injuries in Afghanistan
130769	28-year-old man convicted of rape and robbery in Cologne
130770	Theresa May has lost complete control
