aid,similarity_baseline
127520,"[128883, 128848, 128595, 128449, 128152, 128805, 128615, 129065, 129022, 127951, 128008, 128253, 128105, 128854, 129108, 128973, 128891, 129195, 127998, 128237, 128769, 128988, 128961, 128670, 128126, 128307, 128446, 128642, 128351, 128616, 128038, 128888, 129308, 128033, 129081, 129320, 129378, 129299, 128821, 129242, 128316, 128200, 128260, 128319, 128388, 128311, 128871, 128710, 128426, 128693, 128460, 128482, 128796, 128728, 128141, 128256, 128458, 129034, 129421, 127975, 129293, 128712, 128951, 129099, 129201, 129229, 128381, 128927, 128778, 127977, 129256, 128434, 128050, 128822, 128995, 127973, 127891, 128370, 127860, 128353, 128959, 128745, 128812, 129886, 128315, 128563, 129244, 128164, 129092, 128417, 128523, 128352, 129298, 129063, 127862, 129410, 128699, 129267, 129017, 128148]"
127521,"[128253, 128919, 128432, 129299, 128318, 128467, 128550, 128501, 128951, 128033, 128824, 128422, 128191, 129035, 129132, 129486, 128839, 127999, 128752, 128248, 128319, 128549, 128544, 128675, 129412, 128256, 129231, 128619, 128456, 127879, 128354, 128124, 129397, 128805, 128942, 129080, 129092, 129432, 128230, 129387, 128955, 129244, 129383, 128183, 128214, 128831, 128909, 128822, 129296, 128316, 128745, 129203, 128378, 129394, 129399, 129970, 127873, 129380, 128203, 129016, 128973, 128995, 129400, 128402, 129146, 128921, 128326, 128611, 128754, 128902, 129063, 128742, 129085, 128981, 129077, 128446, 127950, 128750, 128293, 128090, 128853, 128049, 128751, 128720, 128533, 128324, 128826, 129175, 128266, 127891, 129334, 128260, 128005, 128988, 128927, 127979, 128407, 129090, 127962, 128938]"
127522,"[129281, 128134, 128433, 127851, 128676, 128133, 128505, 128513, 128739, 128629, 127946, 129145, 128457, 128602, 129047, 128647, 128627, 127882, 128721, 129204, 127876, 128507, 129262, 128876, 128263, 128053, 129235, 128413, 128376, 128259, 128330, 128310, 128198, 128747, 128115, 129362, 127884, 127981, 128949, 128201, 128743, 128574, 127957, 129296, 128414, 128195, 128926, 128750, 129404, 129180, 128333, 128000, 128418, 128076, 128277, 128623, 129277, 128066, 128786, 128524, 128450, 127995, 129190, 128527, 128099, 128220, 128864, 128722, 128045, 128542, 128462, 129135, 128960, 128407, 128649, 128092, 128667, 129010, 127983, 128362, 128566, 129080, 129165, 129268, 129302, 128617, 128217, 127972, 128706, 128109, 129102, 129052, 127913, 129019, 129316, 129270, 128671, 128587, 128814, 129107]"
127523,"[128585, 128218, 128015, 129188, 128350, 128163, 128850, 129382, 128058, 128677, 128702, 128434, 128650, 128178, 128486, 128616, 129313, 128427, 127939, 129374, 128156, 127978, 128171, 127854, 129252, 128978, 128224, 127860, 128122, 128460, 128575, 128632, 128110, 128101, 128248, 128482, 129000, 128599, 128655, 128112, 128815, 129358, 128370, 128732, 128576, 128771, 128691, 128179, 129159, 127925, 128894, 129432, 129026, 129256, 128266, 129421, 128116, 129375, 128326, 128681, 128651, 128517, 128678, 128668, 129267, 128615, 128703, 129354, 128674, 128412, 128373, 128756, 127941, 129292, 127942, 129131, 129176, 128588, 129242, 128733, 129042, 129099, 128867, 128869, 128061, 128594, 128194, 128740, 128471, 128166, 128356, 129227, 129186, 128419, 128700, 129237, 127918, 128591, 128746, 128336]"
127524,"[128778, 129108, 127854, 128616, 128022, 128615, 129141, 128927, 128024, 128646, 128370, 128434, 128651, 129308, 128385, 129378, 128871, 127951, 127978, 128635, 129131, 129176, 128877, 129307, 129099, 127862, 128596, 128304, 129256, 128383, 128033, 128225, 128894, 128988, 128311, 129292, 129205, 128003, 129267, 128101, 129421, 129335, 128341, 129237, 128936, 128256, 129186, 127998, 129016, 127870, 128001, 128365, 128128, 128685, 127860, 129382, 128961, 129381, 129396, 128710, 128110, 128390, 129232, 127967, 129340, 128691, 128439, 128533, 129374, 128490, 128745, 128702, 127925, 128048, 128563, 128177, 128497, 129380, 128440, 128405, 129313, 128644, 129258, 128103, 128823, 129354, 128556, 129011, 127968, 128266, 128248, 128904, 128708, 129383, 128890, 128460, 128947, 128116, 128098, 128879]"
127525,"[129174, 129387, 128695, 128588, 129074, 128127, 128738, 129400, 129286, 129355, 129311, 128729, 129342, 129334, 129419, 128467, 129357, 129343, 129385, 128417, 128119, 128559, 129258, 129388, 128006, 129414, 128826, 127909, 129237, 128701, 129252, 129412, 128402, 128570, 128190, 128742, 128644, 128475, 128819, 127970, 128465, 129380, 128590, 129273, 128456, 127873, 129397, 127871, 128921, 128830, 129324, 129407, 128733, 128001, 128432, 129411, 128630, 129332, 128544, 128909, 128902, 127861, 129287, 128573, 129026, 128033, 129124, 128675, 128197, 129084, 128791, 129394, 128618, 128124, 128348, 128606, 128860, 127955, 129352, 128173, 128049, 129396, 128693, 128748, 128817, 128428, 128486, 129256, 128354, 127950, 128938, 128773, 128619, 128707, 129382, 128256, 128720, 127898, 128368, 128568]"
127526,"[130168, 128298, 128507, 129020, 128558, 128303, 128294, 129288, 128455, 129158, 129226, 128502, 127912, 129245, 129280, 128983, 128715, 128361, 128409, 128114, 128068, 129208, 128284, 128102, 128953, 128270, 127982, 129193, 128950, 128210, 128568, 128515, 129128, 129081, 128602, 129209, 127985, 128421, 128797, 129105, 129055, 129027, 128286, 128954, 128842, 128814, 128540, 128030, 128895, 128185, 128555, 128739, 128803, 129041, 127991, 128237, 128184, 127972, 127868, 129168, 128573, 128948, 128768, 128671, 129303, 128487, 128457, 128548, 127903, 128255, 128242, 128713, 129200, 128076, 129134, 128271, 129048, 128334, 127886, 129333, 129361, 128728, 128035, 128433, 128761, 129062, 128318, 129337, 128322, 128706, 128664, 128288, 128687, 128347, 128789, 129096, 128914, 128828, 127938, 128525]"
127527,"[128545, 128688, 128659, 128939, 128732, 129243, 128575, 128021, 128655, 129260, 128205, 128135, 129227, 128571, 128197, 128703, 128932, 129230, 128403, 129432, 128138, 128072, 129054, 129166, 128244, 128250, 129336, 127970, 128833, 128819, 128419, 128579, 128289, 128350, 128568, 128337, 128238, 128410, 128475, 128759, 128658, 129337, 129228, 128978, 128272, 128025, 127932, 128283, 129351, 129136, 129026, 128423, 128146, 128162, 128119, 128436, 128573, 128086, 128793, 128603, 128841, 127909, 128495, 129353, 128291, 128180, 129319, 129028, 128427, 128227, 127967, 128359, 129265, 129255, 128408, 128082, 128630, 128851, 129345, 128452, 128898, 128596, 128348, 128867, 128869, 128637, 129370, 128929, 129094, 128781, 128672, 128564, 129024, 128167, 128215, 128083, 128476, 129413, 129037, 127922]"
127529,"[128975, 128062, 128806, 128797, 128102, 128824, 128211, 129413, 127934, 129322, 129018, 129169, 128458, 128422, 128152, 129299, 128467, 128926, 128742, 128623, 128253, 129079, 128745, 129165, 128033, 128995, 129054, 128951, 127875, 127950, 128124, 128432, 129090, 128713, 128909, 128693, 128472, 128021, 129179, 128362, 128819, 127987, 127926, 129136, 128150, 128085, 130688, 127873, 128560, 128660, 129255, 128919, 128330, 129404, 128955, 128227, 128755, 128073, 129410, 128328, 129212, 129104, 128354, 129411, 129486, 129231, 128409, 129045, 128900, 129126, 128265, 128313, 128705, 128244, 128595, 128049, 128822, 128316, 128547, 128791, 129387, 127948, 127861, 128076, 129016, 129156, 128005, 128883, 128322, 128590, 128750, 128214, 129074, 129035, 128367, 129412, 129146, 128333, 128604, 129287]"
127530,"[127871, 127998, 129419, 128119, 128595, 129397, 128417, 128105, 128883, 128693, 129074, 128467, 129400, 128237, 128256, 129369, 129022, 128709, 128054, 129412, 128770, 128938, 128848, 129421, 129387, 127862, 127951, 128260, 128714, 127955, 128927, 128316, 128797, 128456, 129132, 128959, 128988, 127856, 129298, 127950, 128033, 129282, 129089, 127887, 129084, 129244, 128961, 129886, 128391, 127880, 129258, 129273, 128050, 128854, 129293, 129357, 128248, 128822, 129016, 128022, 128152, 128745, 128695, 128559, 129222, 128778, 128642, 128645, 128001, 127898, 129733, 129237, 129380, 128830, 128967, 129378, 128646, 128544, 128404, 129267, 128326, 128008, 129383, 128446, 129486, 129256, 128219, 129051, 128588, 129355, 129203, 128776, 127867, 128712, 128644, 128253, 128352, 128729, 128995, 129320]"
127531,"[128746, 127854, 129888, 128429, 127968, 129331, 129345, 128274, 128327, 129004, 129354, 127941, 129205, 128635, 128439, 128708, 128815, 127945, 128678, 129254, 129067, 128974, 128651, 127925, 128116, 128365, 128691, 128399, 129317, 128785, 128740, 129335, 127883, 128483, 127978, 128241, 128499, 128866, 129377, 128586, 128148, 129340, 127937, 129250, 128535, 128609, 128543, 129210, 128110, 129381, 128290, 128879, 127918, 128835, 128716, 128029, 128943, 128481, 128538, 128086, 128807, 128985, 128390, 129042, 128471, 129292, 128129, 128596, 128878, 128121, 129349, 129375, 128918, 128654, 128697, 128031, 128812, 128636, 128415, 129000, 129138, 128339, 129259, 129130, 127872, 128916, 129030, 128518, 128065, 129207, 128360, 129885, 128685, 129417, 128962, 129131, 129176, 129206, 128711, 129229]"
127532,"[129432, 128677, 129026, 128350, 128588, 128732, 128348, 128058, 129166, 129237, 128929, 128218, 128576, 128135, 128573, 127970, 128599, 128248, 128544, 128585, 128978, 128419, 129258, 128266, 128517, 128575, 128289, 128244, 128021, 129252, 128119, 128476, 129421, 128894, 129159, 128568, 128733, 128819, 128632, 129334, 128127, 128720, 129313, 128655, 128166, 129486, 129358, 128703, 127873, 128475, 128781, 128250, 129382, 128146, 128156, 127909, 129175, 128729, 128695, 128851, 128630, 128224, 129260, 128909, 128591, 127980, 128190, 128791, 128702, 128422, 128644, 128179, 128180, 129255, 129188, 128659, 128373, 129243, 127950, 128606, 128725, 128033, 128403, 129256, 128570, 128124, 128318, 129174, 128867, 128869, 128122, 128368, 129132, 128197, 128681, 128545, 128688, 128693, 128675, 129412]"
127533,"[129299, 129244, 129152, 128352, 128141, 128550, 129169, 128253, 128880, 128422, 128316, 128203, 128839, 128595, 128354, 128256, 128417, 129231, 129397, 128001, 128797, 128751, 128830, 128675, 129380, 128237, 128969, 129405, 129293, 128120, 128938, 129383, 128467, 128432, 128258, 128752, 128017, 128446, 128883, 128951, 129016, 127909, 128173, 129054, 129201, 128824, 128008, 127862, 129392, 127871, 127950, 129108, 128033, 128895, 127998, 128701, 128935, 128458, 128902, 128260, 128973, 128826, 128821, 128492, 129320, 129333, 129272, 129258, 128961, 128212, 129022, 128828, 128712, 128227, 128428, 128402, 129400, 127887, 127861, 129315, 129203, 128988, 128709, 129330, 129124, 128979, 128610, 127970, 128456, 127873, 128381, 128645, 128858, 128919, 127992, 128848, 128293, 128533, 128248, 129412]"
127535,"[127914, 128046, 128764, 128270, 128095, 129015, 129111, 128065, 129218, 129198, 128030, 129055, 129885, 128455, 128515, 128114, 129020, 128526, 128820, 128339, 128910, 128161, 128663, 128761, 128144, 129048, 128344, 128379, 128082, 128421, 128205, 128300, 128716, 128578, 128473, 129097, 129215, 129032, 127988, 128970, 127968, 129128, 128947, 129105, 128381, 129027, 128175, 128200, 128552, 128582, 129303, 129080, 127989, 128540, 128671, 128391, 129312, 128198, 128915, 128372, 128513, 128948, 128100, 127868, 128463, 127922, 129285, 129047, 128294, 128505, 128595, 128182, 128438, 128008, 128923, 129246, 129195, 129057, 128167, 128086, 128067, 128750, 128464, 129061, 128592, 128803, 128712, 128220, 128459, 128231, 127915, 128052, 128256, 128566, 128506, 127959, 129390, 128525, 128995, 128000]"
127536,"[129373, 128010, 129395, 128548, 128761, 128624, 128515, 128510, 129097, 127916, 128201, 127965, 127972, 128555, 129015, 129048, 129027, 128115, 128540, 130353, 129172, 129187, 128592, 127994, 128582, 128210, 127926, 128270, 129168, 127930, 129058, 128558, 129402, 128114, 127995, 129398, 128970, 128064, 128671, 128803, 129339, 128285, 129021, 127915, 128505, 128864, 127876, 128030, 128078, 128764, 128073, 128196, 128790, 128507, 128552, 128288, 128574, 129389, 127863, 128322, 129263, 128433, 128330, 129239, 128000, 128267, 129111, 129193, 129221, 128750, 127886, 129116, 129277, 128065, 128184, 129235, 128694, 128333, 128219, 128722, 128045, 129219, 128376, 128536, 129096, 128713, 127985, 129126, 128040, 129080, 127858, 128658, 128084, 129105, 128503, 129052, 128479, 129280, 129076, 129386]"
127537,"[128095, 128114, 128948, 127914, 128065, 128910, 128270, 128455, 129215, 127982, 128046, 128745, 128970, 128525, 128578, 128300, 128761, 128995, 128526, 128161, 128583, 128768, 128459, 129111, 128639, 128421, 129020, 129350, 129015, 128529, 128923, 127971, 128030, 127972, 129097, 128380, 128379, 127876, 128315, 129041, 128814, 128100, 128663, 128372, 128671, 127915, 128309, 129047, 127989, 129245, 128549, 129048, 129288, 128846, 127907, 128764, 128438, 128144, 128022, 129060, 128344, 127988, 128983, 129251, 128954, 129885, 127979, 128552, 128011, 128159, 129036, 128813, 129374, 129061, 128588, 128347, 127977, 128391, 128298, 128359, 128788, 128710, 128513, 128082, 127963, 128570, 128205, 127940, 128247, 128763, 128473, 128029, 127868, 128440, 128705, 128540, 128646, 129195, 128313, 129356]"
127538,"[129174, 129387, 128695, 128588, 129074, 128127, 128738, 129400, 129286, 129355, 129311, 128729, 129342, 129334, 129419, 128467, 129357, 129343, 129385, 128417, 128119, 128559, 129258, 129388, 128006, 129414, 128826, 127909, 129237, 128701, 129252, 129412, 128402, 128570, 128190, 128742, 128644, 128475, 128819, 127970, 128465, 129380, 128590, 129273, 128456, 127873, 129397, 127871, 128921, 128830, 129324, 129407, 128733, 128001, 128432, 129411, 128630, 129332, 128544, 128909, 128902, 127861, 129287, 128573, 129026, 128033, 129124, 128675, 128197, 129084, 128791, 129394, 128618, 128124, 128348, 128606, 128860, 127955, 129352, 128173, 128049, 129396, 128693, 128748, 128817, 128428, 128486, 129256, 128354, 127950, 128938, 128773, 128619, 128707, 129382, 128256, 128720, 127898, 128368, 128568]"
127539,"[129313, 128978, 128894, 129237, 129026, 128166, 128156, 128677, 129175, 129432, 129421, 128576, 129159, 128539, 128022, 128725, 127980, 128833, 128681, 128599, 128359, 128575, 129382, 128015, 128058, 129413, 128163, 128356, 128760, 128452, 128190, 128124, 128909, 128248, 129260, 128021, 128350, 128072, 128179, 128591, 129258, 129358, 129256, 128616, 129252, 128825, 129132, 128632, 128732, 128033, 128180, 128220, 128517, 129387, 128337, 128573, 128729, 128368, 128122, 128678, 128577, 128028, 128218, 129243, 128215, 129287, 128419, 128720, 128733, 127970, 128495, 128819, 128756, 128568, 129255, 128564, 128740, 128224, 127950, 128968, 128266, 129486, 129016, 129079, 128465, 128146, 128256, 129397, 128544, 128604, 129407, 129324, 128890, 129334, 129356, 128326, 129343, 129178, 129335, 128826]"
127540,"[129024, 128495, 128357, 128213, 128266, 128116, 128909, 128214, 128773, 128434, 128156, 129188, 129131, 129176, 128662, 128373, 128136, 128486, 128632, 128248, 128124, 129359, 127960, 128055, 127854, 129252, 128412, 129284, 128244, 128197, 128180, 128326, 128224, 128570, 128543, 128164, 128616, 129078, 129325, 128436, 129421, 128894, 127860, 129017, 128242, 128651, 127978, 128650, 128903, 128850, 128460, 128490, 128585, 128166, 128702, 129026, 128128, 129374, 128327, 129432, 128517, 129243, 128058, 129370, 128022, 129256, 128668, 128122, 128454, 129358, 128854, 129322, 128179, 128674, 128350, 128123, 128604, 128913, 128896, 129092, 127918, 127941, 128370, 128815, 128673, 128152, 128348, 128771, 129340, 129267, 128533, 128253, 128883, 128655, 128254, 128760, 128942, 128163, 128978, 129079]"
127541,"[128291, 128805, 128806, 128333, 128968, 127971, 128898, 128183, 128092, 129231, 128062, 129022, 129195, 128211, 128005, 129152, 129496, 128707, 128699, 129066, 128367, 128839, 128797, 129397, 129404, 128311, 128238, 128265, 128316, 128883, 127977, 128848, 128669, 129244, 129279, 128438, 128825, 128362, 129262, 128063, 129299, 128253, 129261, 128551, 128237, 129018, 128614, 129215, 129065, 129031, 129134, 128038, 128351, 128590, 128549, 129091, 128076, 129201, 128120, 128966, 129316, 129362, 128280, 129080, 128853, 128133, 128275, 127856, 128307, 127979, 128496, 128319, 129141, 127948, 127921, 129175, 127904, 128959, 130688, 129298, 127998, 127898, 128937, 128378, 127929, 128995, 128834, 128449, 128891, 129407, 128676, 129156, 127938, 129288, 128190, 128227, 127871, 128625, 129106, 128313]"
127542,"[128708, 129331, 128535, 127883, 128744, 128360, 129254, 129207, 129194, 129206, 129205, 128497, 128365, 127937, 128534, 129170, 129067, 128877, 128024, 129335, 128027, 129004, 129186, 128384, 128490, 128140, 128483, 128275, 128785, 128746, 129345, 129403, 128439, 129349, 128831, 127854, 128424, 128087, 128411, 127870, 129138, 127936, 129042, 128440, 129250, 128651, 128646, 128405, 128528, 128118, 128904, 128685, 128129, 128538, 127918, 128098, 128518, 128301, 129030, 129046, 128813, 128029, 128412, 128225, 128222, 129229, 128172, 128375, 128165, 128429, 128319, 129424, 128962, 128628, 128878, 129396, 128393, 128866, 128274, 128390, 128416, 128654, 128697, 129261, 128399, 129381, 128999, 128178, 129181, 128343, 128128, 128691, 128484, 128825, 128596, 127925, 128103, 128799, 128313, 127945]"
127543,"[128872, 128518, 127918, 129381, 128767, 128192, 128140, 128405, 129046, 129011, 128778, 128371, 128089, 128746, 128031, 127854, 127925, 128170, 128482, 129210, 128499, 128815, 128635, 129403, 128691, 128103, 127870, 128651, 128866, 129173, 128027, 128290, 128483, 128274, 129229, 128393, 128497, 129354, 128685, 127941, 128646, 129099, 128757, 128129, 128434, 128429, 128636, 128535, 129888, 127968, 128807, 128275, 128178, 128110, 128225, 128024, 129131, 129176, 128918, 128741, 128112, 128057, 128936, 127937, 128740, 128835, 128460, 127939, 129350, 128538, 128534, 129205, 128415, 129363, 129417, 129186, 129340, 129424, 129000, 128439, 129348, 128172, 128375, 128877, 128164, 127850, 128904, 128165, 129331, 128615, 128019, 128121, 127883, 128101, 128684, 128744, 128708, 128563, 129232, 127936]"
127544,"[128709, 129396, 128903, 128241, 128467, 129377, 129378, 129284, 129016, 128662, 129419, 128041, 127871, 128543, 128826, 129387, 129380, 128007, 128005, 128256, 129192, 128200, 128776, 129287, 129343, 127998, 129355, 128902, 128001, 128385, 129388, 128098, 128967, 128951, 128282, 129035, 128495, 129394, 129307, 129400, 128916, 128938, 129244, 129132, 128033, 127951, 127898, 127880, 129286, 129074, 128727, 128962, 128266, 128871, 128898, 128124, 128424, 128190, 128368, 128646, 128729, 129335, 129353, 128238, 128736, 129397, 128947, 128339, 128654, 128697, 128119, 129733, 129357, 128909, 128319, 129079, 129272, 128214, 128675, 128710, 128024, 128711, 128417, 129338, 129424, 128287, 128090, 129118, 129409, 128563, 129308, 128642, 128468, 128391, 129299, 127867, 129085, 129146, 128072, 129421]"
127545,"[127964, 128608, 128794, 128536, 129884, 128790, 128638, 127900, 128838, 127884, 128349, 129021, 128342, 127935, 129225, 128893, 128189, 128809, 129153, 128649, 128852, 128578, 128555, 128020, 128925, 128513, 129155, 128857, 127956, 129316, 128624, 128516, 129062, 127991, 129075, 128631, 129235, 127868, 128133, 128220, 128916, 129047, 128233, 129079, 127896, 128479, 129310, 129420, 129082, 128507, 128914, 129346, 128750, 128201, 127851, 128372, 129395, 129263, 128453, 128074, 129239, 127882, 128527, 128837, 128235, 129281, 128073, 129339, 128366, 128566, 128321, 129190, 129175, 128971, 129226, 128247, 128407, 128010, 128312, 129277, 129275, 128576, 128153, 127901, 128154, 129219, 128076, 128420, 128673, 128919, 128376, 128109, 128067, 128075, 128647, 128747, 127995, 128908, 128564, 127876]"
127546,"[129051, 129043, 127862, 129299, 128752, 128319, 128938, 128709, 128951, 128961, 129397, 129244, 128033, 127891, 129392, 128248, 127867, 127871, 128988, 127880, 128467, 128544, 129320, 128141, 128927, 128431, 129412, 128152, 129369, 129383, 127950, 129970, 128417, 128422, 128316, 128216, 129394, 129399, 127998, 129256, 128711, 128550, 128001, 128253, 129357, 128675, 129217, 128826, 128797, 129101, 128822, 129272, 128553, 129486, 129231, 129409, 129084, 128645, 128693, 128933, 128199, 128126, 128776, 128742, 128955, 129330, 128547, 128805, 128791, 129132, 128206, 129405, 127861, 129016, 129327, 127887, 129196, 129203, 128902, 128753, 128883, 128903, 128701, 129146, 128237, 128880, 128610, 129179, 128446, 128007, 128595, 128778, 129377, 128456, 129108, 128256, 129419, 127999, 129293, 128215]"
127547,"[129093, 129105, 129301, 128505, 128018, 128983, 129143, 128070, 129116, 129246, 129223, 128620, 128587, 128762, 129276, 129037, 129281, 129221, 129234, 128277, 128926, 129420, 128198, 127877, 128223, 127981, 129161, 128320, 128980, 128739, 128298, 128167, 129305, 128457, 129277, 128297, 128841, 129127, 128217, 128310, 128259, 129097, 128993, 129402, 129111, 128220, 128743, 128462, 128960, 128381, 128473, 128895, 129119, 128676, 128827, 129351, 128623, 128162, 128184, 128939, 128288, 128524, 127980, 127987, 128582, 127851, 127864, 128421, 128604, 128267, 128627, 128433, 128601, 128566, 128568, 129091, 128330, 129096, 128334, 128450, 129389, 128335, 127983, 128631, 128414, 127946, 129180, 128666, 128750, 128318, 129090, 129255, 128504, 128464, 129386, 128262, 128747, 128115, 128138, 129262]"
127549,"[127964, 128608, 128794, 128536, 129884, 128790, 128638, 127900, 128838, 127884, 128349, 129021, 128342, 127935, 129225, 128893, 128189, 128809, 129153, 128649, 128852, 128578, 128555, 128020, 128925, 128513, 129155, 128857, 127956, 129316, 128624, 128516, 129062, 127991, 129075, 128631, 129235, 127868, 128133, 128220, 128916, 129047, 128233, 129079, 127896, 128479, 129310, 129420, 129082, 128507, 128914, 129346, 128750, 128201, 127851, 128372, 129395, 129263, 128453, 128074, 129239, 127882, 128527, 128837, 128235, 129281, 128073, 129339, 128366, 128566, 128321, 129190, 129175, 128971, 129226, 128247, 128407, 128010, 128312, 129277, 129275, 128576, 128153, 127901, 128154, 129219, 128076, 128420, 128673, 128919, 128376, 128109, 128067, 128075, 128647, 128747, 127995, 128908, 128564, 127876]"
127550,"[128217, 128018, 128527, 128115, 127981, 128134, 128721, 128993, 128433, 128505, 128983, 128045, 129281, 129234, 129190, 129277, 128582, 128376, 129180, 128133, 128843, 128330, 128503, 128223, 128457, 128627, 128201, 128195, 129362, 127851, 128624, 129276, 128722, 128507, 127946, 128750, 128587, 128099, 129047, 128421, 129100, 128513, 128137, 128084, 128347, 127994, 128184, 128464, 128288, 128620, 129302, 128676, 127921, 129068, 128694, 127972, 128667, 129402, 129097, 127944, 129336, 128076, 129105, 129401, 129052, 127991, 128183, 128000, 128380, 128540, 128414, 128378, 128666, 128604, 128277, 128743, 129305, 128926, 128574, 128814, 128198, 130168, 128966, 128263, 129285, 128602, 129001, 128549, 128623, 129111, 128960, 129109, 128846, 129496, 127960, 129223, 128333, 128762, 128162, 128362]"
127551,"[129223, 129093, 129305, 129246, 128627, 128223, 128220, 128328, 129345, 128277, 128197, 128198, 129120, 128453, 128564, 128524, 128082, 128987, 128689, 128848, 129262, 128672, 128596, 129248, 129037, 128620, 128928, 128617, 129310, 128112, 128968, 128799, 128290, 128410, 129082, 129190, 127893, 128808, 129118, 128978, 129155, 128894, 128829, 129161, 128276, 128615, 127857, 128167, 129115, 129316, 128422, 128382, 128238, 128288, 128841, 128833, 128892, 128165, 128279, 129175, 128148, 129136, 129421, 128676, 128677, 128646, 128086, 128749, 128817, 127980, 128947, 128934, 129180, 128038, 129335, 128162, 128587, 128452, 128128, 128138, 129301, 128180, 129026, 127977, 129229, 128262, 128443, 128589, 129270, 129401, 128757, 129090, 129108, 128575, 128527, 127968, 129386, 128267, 128414, 128590]"
127552,"[128767, 127941, 129131, 129176, 128657, 128757, 129046, 128866, 128339, 128872, 127918, 129381, 128518, 128543, 128815, 128636, 128103, 128110, 129888, 128089, 128274, 128904, 128879, 127850, 128711, 128241, 128714, 128685, 127968, 129011, 129210, 128031, 128478, 128635, 128129, 129173, 128405, 128499, 128439, 128290, 129377, 128007, 128027, 128528, 127925, 128534, 128029, 127883, 128691, 127854, 128746, 128140, 128646, 128383, 128192, 128177, 128741, 128497, 129170, 128429, 128225, 129030, 129213, 129345, 128581, 128374, 129229, 128371, 129110, 128947, 129029, 129129, 129417, 128533, 128275, 128055, 128609, 128315, 128415, 128390, 129284, 128170, 128222, 127870, 128164, 128121, 128936, 128116, 128535, 128807, 129205, 128178, 129348, 129733, 129331, 129354, 128508, 128594, 128370, 128821]"
127554,"[128128, 128615, 128871, 128651, 129378, 128254, 127860, 129354, 128936, 129017, 128460, 128691, 129259, 128370, 127870, 129340, 128490, 127925, 128616, 128746, 128741, 127854, 127978, 127888, 128799, 128708, 128642, 128434, 129118, 128390, 129108, 128796, 128290, 129067, 128116, 129042, 129025, 128165, 129151, 127936, 128164, 128087, 128848, 128003, 128148, 129421, 129292, 128411, 128429, 129307, 128178, 128224, 127951, 128327, 128024, 129250, 129382, 128121, 129308, 127977, 129066, 128101, 128029, 128878, 128156, 128927, 128883, 129188, 128033, 129078, 128172, 128375, 128229, 128596, 128999, 128778, 128823, 128341, 128351, 127937, 128112, 128213, 128152, 128981, 128440, 128383, 129000, 128471, 128740, 128771, 128646, 128894, 129374, 128385, 129016, 128415, 129065, 128478, 128484, 128022]"
127555,"[128253, 128008, 128973, 128927, 129272, 128942, 128988, 129244, 128318, 128203, 129315, 128049, 128805, 128883, 128875, 128701, 129320, 129299, 129397, 128933, 128160, 128742, 128752, 128770, 128467, 128256, 128397, 128105, 128848, 129394, 129179, 128033, 128961, 128352, 128227, 128550, 129017, 130688, 128544, 128979, 129201, 129296, 128001, 128141, 127861, 129140, 129169, 129380, 128826, 129486, 129420, 128316, 128919, 128386, 128354, 128880, 128040, 127950, 128381, 128446, 128902, 128388, 128693, 129352, 127891, 128254, 128895, 129324, 128059, 128417, 128237, 128230, 128402, 128981, 129400, 128782, 128675, 128190, 128712, 129407, 128604, 128909, 128102, 129333, 129286, 129063, 128595, 129079, 128124, 128281, 127951, 129334, 129365, 128576, 128017, 128549, 128625, 129311, 129016, 127998]"
127556,"[128602, 128066, 128433, 128457, 129281, 128134, 128125, 127851, 127882, 128133, 128505, 128876, 128092, 128667, 128414, 129047, 128524, 128513, 128263, 128347, 128627, 129235, 128277, 128856, 128259, 128195, 128310, 128335, 128739, 129360, 127972, 127946, 128620, 128917, 127913, 129180, 128617, 129145, 128941, 128721, 128376, 128540, 128220, 127981, 129322, 128099, 128184, 128507, 128288, 128629, 128673, 127963, 129111, 129010, 128587, 129082, 128954, 129080, 129127, 127876, 129105, 128706, 127855, 129103, 129362, 129119, 128566, 127990, 128198, 129270, 129204, 128676, 128743, 129208, 128983, 128245, 129401, 128115, 127958, 128907, 127857, 128496, 128493, 127906, 128747, 129056, 128400, 127980, 129128, 128189, 128332, 128574, 129009, 129081, 128527, 128114, 129246, 128874, 129262, 128413]"
127557,"[128203, 128634, 129296, 129287, 128021, 128701, 129255, 129315, 128738, 129397, 128623, 128006, 128550, 128467, 127858, 129411, 129178, 129079, 128040, 128841, 128245, 128590, 127861, 127993, 128909, 128544, 129365, 128921, 128124, 128041, 128190, 128160, 129407, 127873, 128138, 128826, 129324, 127876, 129333, 128049, 129334, 128755, 128466, 128604, 128414, 128211, 128001, 127943, 129311, 128574, 129393, 128359, 128968, 129299, 128880, 128462, 128902, 128742, 129269, 129132, 128675, 128432, 129140, 128337, 127950, 129124, 129364, 128253, 129388, 128053, 127852, 127923, 128539, 128428, 128422, 129330, 129054, 128833, 128979, 128782, 129052, 129174, 127970, 128134, 128876, 129399, 128397, 129237, 129352, 129387, 128402, 128926, 129244, 129342, 128263, 129169, 129045, 128618, 129400, 129486]"
