articleID	deepl_title
1326635256	Lighter, fresher, more refined: pasta bake with a difference
1326945290	Drunk tractor driver falls down embankment
1328485242	Carlos Ghosn announces press conference
1328695294	Mayor Henriette Reker rejects city toll for the time being
1330495294	FC jewel before departure
1331125288	Black cloud of smoke over Shell refinery in Godorf
1331985256	Twins are born in Cologne with 97 days time difference
1332195241	"Dangerous criminal ""disappeared without a trace"""
1334775256	Main character Medea is swallowed by the directorial concept
1334965246	Bayer 04 concedes third defeat in a row against Leipzig
1335935241	Motorist threatened with weapon on Inner Canal Road
1335975288	On Sunday the promotion could be fixed
1336355248	Investigators find buried car
1337155292	Property in Cologne center not built on since 2007
1338075288	Government plane badly damaged in emergency landing
1338615292	Why more and more Cologne residents keep chickens in their gardens
1339385288	Line briefly closed between Deutz and Mülheim
1342105251	Barca wins lackluster at ManUnited - Ronaldo keeps Juve on course
1342235292	Buhmann Baumann
1342355292	There are more germs in a man's beard than in a dog's fur
1343255294	Only platitudes in the most loveless presentation of all time
1343275256	Two employees dismissed at Frechen town hall
1343905240	Wind farm conceived at the pub counter
1345385241	Youth fires tear gas gun in school
1345845242	Why the integration of clans has failed
1346435296	The new cab provider Uber in Cologne - curse or blessing?
1348365292	Man hit by KVB train and fatally injured
1348385292	USA weakens German initiative
1348395288	Bonn restaurateur Arno Heppenheimer ceases operations
1348985249	Klopp warns against FC Porto
1350275292	Person found dead in Deutz - criminal police investigates
1350915240	The Bergisch Lion steams through the Wiehl Valley
1351315290	"""You have to be more explicit with men""."
1352705292	Fight between groups escalates - one seriously injured
1352985248	"""I should have cut his throat""."
1353075291	Bonn's OB: Total move to Berlin would cost vast sums of money
1353455246	This is what saying goodbye to the plastic straw means
1353615242	Augsburg boss Reuter goes after RB boss Mintzlaff
1354575294	DFB takes clear position on penalty whistle for Bayern
1355525247	"Michi Beck and Smudo leave ""The Voice"
1355955292	Attempted robbery of gambling hall in Holweide
1355975292	Saudi Arabia executes 37 people
1356345240	Christine Flock is the first woman to be Vice President
1357725240	"""Dancing elicits unimagined powers""."
1360085257	Here junk fans will find lots of old treasures
1360275248	Managing Director Ulf Zimmermann vacates his post
1360355257	This is what happens to the remaining residents of Manheim-old
1360525293	Actor Ken Kercheval dead at age 83
1360635240	With a lot of courage and pioneering spirit
1360745295	Reul criticizes work of police officers in Lügde
1361245256	Robert Habeck moves further and further forward
1361695293	"""The disease is always in the bag"""
1362255287	Father rescues toddler from mouth of wild dog
1362585288	Another accident on the L284 in Wipperfürth
1362625255	New hire for cook facilitates parents and children
1363225243	"""Start in the cathedral, finish in the philharmonic hall""."
1363275243	One woman, four lectures
1363405243	Our village should become more beautiful
1363915243	On the trail of Louis Armstrong
1364035255	Three cyclists seriously injured in accidents in Cologne
1364835287	Cause of devastating fire probably determined
1365015251	At the Odysseum you can now become a master builder
1365755241	A57 to be closed near Worringen on Saturday night
1366305241	Coach Dieter Hecking quits at Borussia Mönchengladbach
1366835258	Dreamcatcher wins the first prize
1367735256	Phantasialand completely redesigns a classic
1368275291	ESC winner Sobral does not go to Tel Aviv
1369215290	"43-year-old Cologne man ""rushed"" through Keuptstraße in Cologne Mülheim"
1369275290	Win Phillharmonie tickets while hiking in the mountains
1369915256	Charges filed against ex-VW CEO Winterkorn
1369955288	Köln-Düsseldorfer starts new season with Rhine cruises
1370155255	"""Fair anno dazumal 2019"" starts with new attractions"
1370675242	Fake streaming services rip off customers
1370875290	Woman rescue from Munich brother in London
1370935240	Children show how to deal with death in musical
1371385240	Free tickets for lecture by Barack Obama in Cologne
1371725241	Kluterthöhle in Ennepetal is a national natural monument
1371915254	Anfang expects offensive Hamburger SV
1372175291	Residents want to buy house and still remain tenants
1372645291	How to grow in the garden and on the balcony successfully
1373615292	"Oberberg's first ""Fish Spa"" opens in Gummersbach"
1374185292	Larger-than-life tribute to Greta Thunberg
1374855242	Employee of the Frechen city administration arrested
1375225241	Police search for about 100 piglets on highway
1375625290	Construction chaos on all roads
1375685294	Cologne landlords face up to 50,000 euro fine
1376015242	Children were exposed to this danger on a playground in Cologne
1377435246	Escaped dog attacks children in playground
1378045249	Furniture for rent - Ikea takes radical step
1378905291	Odenthal committee discusses fight against noise
1379425291	Monschau city tours start with new concept in season
1380085291	Special guided tour gives a look behind the scenes
1380775244	Like an attempt at cheap man trapping by the Bundeswehr
1381305242	This is how far Neymar flew during his injury break
1382605250	Kim Jong Un convenes crisis team
1382795250	Garden experts give tips on the garden season on the phone
1382825291	Reifenhäuser donation finances aromatherapy in hospice
1382935291	Reporter accuses NBA coach Walton of sexual assault
1383435248	Two fatal accidents over the weekend
1384385292	Social networks to blame for poor spelling
1386355294	Major construction problems at the Museum of Applied Art in Cologne
1387455292	Euskirchen couple is among the victims in Madeira
1389045248	Three collectors present themselves and their art
1389225242	This is what you should pay attention to during removal
1389625241	Student gets into alleged Uber car and is murdered
1389835246	Bayern outclass BVB in Bundesliga top match
1391385291	Patrick Schwarzenegger takes advice from father Arnold
1391555255	Villa Zanders owns two works by prize winner
1392425256	"""Human lives are worth nothing in road traffic""."
1393265247	Discover Moselle and Hunsrück
1393565295	The way to heaven leads through the old town of Cologne
1393675240	This is how much TV money FC would collect after promotion
1395235256	Man attacks travelers and Deutsche Bahn employees
1397825290	Mother duck watches the rescue of her eleven chicks quacking loudly
1398385242	Germany revokes citizenship of IS fighters
1398515255	From whom Cologne residents rent their apartment
1399145250	Bergheim decides to expand Lukas Podolski Stadium
1399155292	Weather service warns of further summer of drought
1399395250	Club members renew sports field in Flamersheim
1399525250	Referendum in June - Criticism of previous planning
1399555250	TV Herkenrath - Fans to save soccer club
1400485295	Diamond as big as a tennis ball found in Botswana
1400855295	Man repeatedly kicks with knife on the balcony
1401355255	The inexplicable madness in Germany's professional soccer
1402915245	"Bergisch politicians sign ""Altenberg Declaration"
1403045296	Beginning must go without ever having arrived
1404685249	Two artists are reunited in the community center
1405545259	Düsseldorf influencer must pay 10,000 euros in compensation for pain and suffering
1405755242	Robbery with revolver in supermarket on Frankfurt street
1406685291	Dog found in pond - animal welfare activists assume killing
1407525249	One in seven Bayer jobs in Germany eliminated
1408135256	Researchers print first mini heart from human tissue
1408165255	Armed robbery in Longerich gas station
1408215245	Beautification begins - Leppestraße soon becomes a construction site
1408245242	Is Reinhard Grindel now returning to ZDF?
1408765240	Felix Neureuther sends fans into April with hit song
1410255245	Event brewery tour with instructor Schmidt
1410495241	Find out what your property is worth free of charge
1410725249	Academy of Science against diesel driving bans
1413565251	Five projects are funded
1414285292	Final stroke after four generations
1414485292	3000 questionnaires distributed to homeowners
1414985289	When and where to buy fresh rolls at Easter
1414985293	Bayern Munich beats struggling Bremen 3:2 in semifinals
1416035261	Kaulitz brothers reveal how they book hotel rooms undetected
1416165292	City uses discarded desks
1417325292	Leichlingen election office is open with immediate effect
1417995261	Jewelry robbers threaten employee with firearm
1418195292	A family from Pulheim does without plastic waste
1419505292	20 years of counseling center for women in Euskirchen
1419725289	How two machine operators come to terms with their dismissal
1419835289	Cologne court withdraws permit for climbing park from Troisdorf
1419855289	Canal could be the cause - Bahnstraße closed on one side only
1419865289	Behind the scenes of the Euskirchen church bells
1420275240	Parquet hall floor of the district sports hall is sold
1421155240	Architect's office presents design planning for reconstruction
1421795241	Why the relationship between mothers and daughters is so complicated
1423125242	500 year old shipwreck found in the Wadden Sea
1424705240	"Labor lawyer calls Ford severance pay ""luxurious"""
1425075248	Cologne boxer Felix Sturm remains in custody
1425165243	Barack Obama comes to Cologne
1425435289	Explosions in churches and hotels in Sri Lanka
1425955250	NBA legends around Barkley pay homage to Dirk Nowitzki
1426565295	Ford makes profit in Europe - thanks to tough restructuring course
1426665249	Rats in the school kitchen and classes
1426675258	New church building to be ready by Whitsun 2020
1426695258	Police practice amok alarm at Brühl high school
1426705258	Why boys have such a bad reputation
1427085258	"""Siegburg Summer Live"" to fill market with music"
1427345258	A milestone for Hander athletes
1427385292	Overather woman wants to overtake tractor crashes head-on into a tree
1427525260	Passengers from the Rhine-Erft district also on the bus involved in the accident
1429015258	Dispute over future commercial sites in the Euskirchen district
1429175240	Police stop dangerous motorcycle racer
1430755248	Bundeswehr orders projectiles from Rheinmetall
1432155245	Special school transport will not be retendered
1432825240	Dispute over fees for refugee accommodation
1432895292	Suspect allegedly stabbed homeless man in Cologne's Kalk district
1433565292	Bus must brake sharply - baby flings out of stroller
1433615250	Hennef fire department has the most calls for service in NRW
1434505241	Delays and train cancellations at Cologne Central Station
1434845294	Two people injured in accident in Hürth
1435385245	Quicksand - You can't lie in a dream
1437235290	The country uses an unconstitutional provisional arrangement
1437375285	Fraudsters are currently targeting savings bank customers
1437825246	"Kovac with media scolding: ""It's all about sensations now""."
1438045240	Foreign Minister Maas late for UN meeting
1438705259	How to get fixed teeth in just one day
1439825248	Henkel gears up for online trading
1440735245	Cologne judge fights tears before verdict
1442045245	Bauhaus Museum Weimar opened
1443935255	TH Cologne restores holograms for Pulheim town hall
1444015258	"""Cologne has no outstanding problems in comparison""."
1444135243	Companies stored unsecured Facebook information of users
1444515243	Renovation of Cyriax school center costs 21 million
1444525243	Family pool De Bütt opens again on Saturday
1444535243	Making the best decision with the 10-10-10 method
1444565243	Rental bikes against traffic chaos also in Niederkassel
1444745291	Documents of the resistance
1444765247	Strolled through the city center for spring
1444775247	Another dead identified after 74 years
1444915247	Sparkling like freshly unwrapped
1444935247	"""We need an antitrust law for data"""
1444945247	Gentle melancholy to keyboard and ukulele
1445055243	Jewish high school to start in Cologne as early as 2020
1445185248	Proceedings against judge in Lügde case
1445705243	"Reul: ""NRW police live in the Stone Age""."
1445715258	Teenager climbs on train car and dies
1446075243	Pupils in Zülpich threatened with sanctions - parents outraged
1447185250	Weilerswister mayors against lowering of the Kita contributions
1452075291	Rally driver Heidi Hetzer dead at 81
1453505251	Retailers' association annoyed with Verdi
1453885251	Batons as distance tools for defense
1453915251	What happens next with the Aggua outdoor pool in Troisdorf
1454085251	Green light for innovation center in the Bergisches Land region
1455435250	Dorothee Bär blows up gala with latex outfit
1455715256	City of Bonn wants to have cherry trees cleaned by Easter
1456565292	NRW cities at the bottom of the league nationwide
1456605257	"Tannery ""Haus Kremer"" moves from the Eifel to Bergisch"
1456755289	There are no light rail vehicles on the Deutz Bridge
1458115290	Fortuna Cologne parts ways with coach Tomasz Kaczmarek
1458505255	Initiative creates flower meadows on two areas
1458545252	German Museum in Bonn exhibits Playmobil figures
1458765243	61-year-old gives birth to own granddaughter
1459215250	Doris Mager new chairwoman in the Euskirchen soccer district
1459575257	New stairs for divers to the Rursee inaugurated
1459705257	Brühler Karlsbad open longer from the end of April
1460385243	Road guards become targets of angry motorists
1460665243	Suspected assassin to be charged with 50 counts of murder
1461145252	Cathedral Hotel surrounded by probably the most beautiful construction fence in Cologne
1462635290	Baby dies on flight from Malaysia to Australia
1463785249	Charges against interpreter for inciting false testimony
1464805242	Burscheider injured in accident in Odenthal
1465045245	Is the CDU facing the end as a people's party?
1466735251	Netflix increases prices in Germany
1466775245	Gus Anton is 20th bearer of the Gummersbach Ring of Honor
1467805293	Bringing together people from Brühl and Palestine
1467855293	Gladbach police custody reopened
1469215242	Cologne brewery Peters discovers its heart for Düsseldorfers
1471015255	HSV with short squad to 1. FC Cologne
1471645258	The martial art without competition
1471675258	New head physician of the psychiatry clinic comes from Cologne
1471695257	Tourists hoist German flag on Crete and are immediately condemned
1471715258	Now hope rests on auctions
1472315258	Pastor and congregation face major hurdles in reconstruction effort
1472475251	Moved Nowitzki celebrated after last NBA game
1472825257	Win tickets for the next home game of 1. FC Köln
1473395243	Demand for volunteers remains high in Cologne
1473415244	Obama shows modesty and inspires the audience in Cologne
1473705257	We raffle 3x2 tickets for Enrique Iglesias
1474905240	Driver loses control of semitrailer and slides across B 51
1475185248	Political crises and tighter supply make crude oil more expensive
1475485245	What Cologne and its politicians can learn from the Obama visit
1476045242	New play by Cologne's Scala Theater celebrates the 70s
1476545254	What seemingly incidental debates mean to us
1476665290	Bergisch Galdbach residents campaign for participation in European elections
1477345243	Riding club demands more safety after serious accident
1479415243	Canadian couple secures last minute win
1480545295	Aerial bomb suspected in the ground - mass evacuation threatened
1481175255	Kaller administration presents redevelopment plan to citizens
1481415252	Bonn gets back art treasure thought to be lost
1481435245	Bonn University Hospital offers victims anonymous examination
1481845258	Police warn of 18-year-old - 20 schools targeted
1482915248	Did police officers manipulate records? - Minister of Justice denies it
1484845243	All important answers to the regional plan in the district of Euskirchen
1484915242	19-year-old charged with murder
1485315243	"""Pulheim could have taken a pioneering role""."
1485785290	Sewer rehabilitation leads to traffic chaos - end in sight
1485885243	Bergisch Gladbach presents new concept for public order service
1485955243	This is how Barack Obama's visit to Cologne goes
1485985243	New bicycle parking spaces around Leichlingen town hall
1486155243	The reputation of the Wiesdorf bookbindery Lang reaches as far as London
1486695242	EU Commission initiates new proceedings against Poland
1486775243	Contract for Bonn Art Museum director extended
1487295241	"""Theresa May is just mentally ill""."
1487695290	What is known about the attacks in Sri Lanka so far
1488075254	Ten years in prison for murder of two female students
1488255247	Greens criticize spending millions on consultants
1488535243	Man falls between platform and IC and is seriously injured
1489075256	House in Paffendorf in danger of collapse - residents must get out
1489265254	Two officers injured after accident with police car
1489875292	US American wins third largest sum ever
1490035292	Only a few people in Cologne want to register a third gender
1490185241	Kluterthöhle is a national monument of nature
1490725239	These seminars will make you fit for the season
1491005250	Bernie Ecclestone criticizes Michael Schumacher
1491255256	Student invents simple bracelet that protects against knockout drops
1491505247	Sunny weather at spring festivals in Gladbach and Bensberg
1491595247	Up close and personal with big machines
1491615247	At snail's pace through Pulheim - closure until Wednesday
1491695239	What to consider when choosing a coffee maker
1491785247	Around 14,000 athletes at Deutsche Post Marathon in Bonn
1491995247	District savings bank relies on telephone service
1492545252	Podcast: Sex therapist explains common relationship problem
1493195291	Win tickets for star violinist David Garrett
1493815245	These are the novelties and trends at Fibo
1494385291	We raffle 3x2 tickets for George Ezra
1495145247	Trump replaces Homeland Security Secretary Nielsen
1495215244	German UN ambassador calls on speakers with hourglass to be disciplined
1495705252	The Federal Republic and its First Ladies
1498435289	"""Starting tomorrow, I'll be cramming French"""
1498765245	Supervisory Board backs Bayer CEO
1500065247	Experiment with chaos potential: environmental traces
1500365247	Musical time travel with Kruder & Dorfmeister
1500815254	Fortuna Cologne slips to relegation place - Rehnen fluffs twice
1501035251	How a play is supposed to help the unemployed in Sankt Augustin
1501135289	State parliament may have to discuss expansion of cycle paths
1501515251	District performs worse in cycling climate test
1502025256	You can not order prostheses on the Internet
1502415251	"""E-mobility is like a beautiful virus""."
1502875248	Strikes threaten in more than 70 NRW clinics
1503445286	Maas visits injured - Three-day national mourning
1503595251	How Berlin cushions are to stop speeders in Bergisch Gladbach
1506795249	Pensioner Ingrid causes a furor in court again
1507265258	"""The AfD is the whiniest party we have""."
1507765295	Plate exchange in Mülheim
1507895248	Search for the perfect photo - residents usually take the hustle and bustle in stride
1508345242	Cyclist hit by turning Audi and seriously injured
1509385290	Two people from Bedburg among those killed in bus accident on Madeira
1510145295	A gazebo burned out at the Eifelwall
1511165249	Pupils repeatedly harassed by violent youths
1511595249	Government paid for expert opinion before deployment in Hambach Forest
1512355251	This is what Cologne's new waterfront neighborhood will look like
1512815257	Traffic jams on Mülheim Bridge bearable so far
1513095245	Cult director Coppola finally wants to shoot dream project
1513275260	Police arrest car burglar in the act
1513325289	Man causes several accidents and flees
1513525256	Police asks residents in Schleiden and Hellenthal for assistance
1513575256	"The new ""Magnum"" is not only missing the moustache"
1514705292	Summer is used for remodeling work
1515215247	580 kilos of drugs hidden in refrigerators
1515395292	New trees against climate change
1516035250	Horrendous rents in new apartment building in Cologne-Neuehrenfeld
1516225241	Schmadtke confirms Wolfsburg interest in coach Rose
1516245292	"""Kinderseelen"" premieres in May at the Forum Leverkusen"
1516705289	Cologne hostels have a new boss
1516775243	"Homage to the musical ""genius"" from Cologne"
1516775247	"Police dog may not be called ""Rommel"
1516855243	Take it easy
1517105243	The Urmel is in danger
1517315251	"""To us, this is a sign of obstructionism""."
1517495243	How a hovel became a cultural venue
1517575241	Consumer protection agencies warn against rip-offs in online stores
1517975292	Two folk heroes for a week - A tradition
1518315240	The unbelievable story of suffering of Heiner S.
1518345251	Is Nike already making 14-year-old Moukoko a millionaire?
1518435243	Farewell to the Gürzenich Dünnwalds
1518485250	Doping proceedings against Felix Sturm opened in Cologne
1518755243	Hundreds of kilograms of cocaine discovered in discount store cartons
1518965251	Peter Pan is now an environmental activist
1518995251	"""I would like to have a vivid white"""
1519085251	"""Quitting when it's at its best""."
1519265243	Precious porcelain and jewelry from coral
1519335243	Refugees to move soon
1519405243	A piece of the ideal world disappears
1519775243	Ehrenfeld is creative - between art and kappes
1519795243	Silent march to the cathedral
1519865241	Budget surplus for the first time in ten years
1519965242	Howard Carpendale will soon be performing in Cologne again
1519995243	How a hovel became a cultural venue
1520035243	Mrs. Schmitt loves people and art
1520135258	Traumschiff brings next TV star on board
1520175294	Hundreds of fans celebrate Rammstein video at Zülpicher Platz
1520565251	Think tank for the Veedelsplatz
1520645251	Playing fit with Jens Nowotny
1521235241	Schapfenmühle recalls several porridge products
1521355241	Father insults nurse in Cologne hospital
1521605241	Wellness hotel offers yoga with lemurs
1521635247	Airport shows alternative for government terminal at BER
1522095247	"""Depressing to see an entire nation dismantle itself""."
1523455256	Businessmen at Friesenplatz in Cologne are afraid of junkies
1524245243	The process from registration to donation
1524435290	"""Holidays together, we don't know that at all""."
1525895292	Young couple from Brühl dances at European level
1526445290	Out of boredom smeared the switch boxes in Metzholz
1526655258	When the Agnes Church burned in Cologne
1527395253	Young men have less and less sex - why that is
1529385246	"""Rush Hour"" star Jackie Chan turns 65"
1529545245	Florian Kainz feels comfortable in Cologne and has two season goals
1529855250	Affected are the offices of the building regulation office Kerpen
1534135247	CSU wants to have Green supporters expropriated
1534445243	"Favorite sport of the people of Cologne is ""fitness sports and jogging""."
1534755252	Fire in single-family house in Oberwiehl
1537575242	What a concert 170 meters above Cologne feels like
1537745248	Public prosecutor's office closes investigation
1537905250	Police again searching for Rebecca at Brandenburg Lake
1538595251	Four mentally ill offenders escaped from closed clinic in Calw
1539445249	Cheaper - this is how many weeks in advance you should book your flight
1539965243	Schmidt candidate at Schalke - Hecking to return to ex-club
1540755242	Masked man raids tanning salon with box cutter
1541275239	Giving social media a role
1541285239	Caplan solicits understanding during construction
1541305239	Food, too good for the trash
1541325239	Catholic Order of New Year for Norbert Hölzer
1541445247	WDR has been struggling with massive difficulties since the morning
1541485239	Children have robot Jesi fully under control
1541555244	New tug of war over migrants
1541915295	Höger, Horn and Geis disappoint - Clemens unlucky
1542875290	Worship service on the bumper car
1543285273	Hunter shoots at jogger and must spend a year in prison
1543485254	Comedian dies during performance on stage
1543805247	More than five meters long giant python caught in Florida
1545005257	Campers arrested again on suspicion of child abuse
1546075251	Rare bee species discovered at Ebertplatz in Cologne
1546385255	Kerpener brothers Hövel enlarge fashion store
1546435251	Two new skater ramps in the Balker Aue
1546795251	"""Höhner Rockin' Roncalli"" show makes another guest appearance in Opladen"
1547155292	"""Netflix for podcasts"" launched on Tuesday"
1547715257	City of Cologne grants building permit for the Dom Hotel
1547815253	Four top earners leave the Cologne Sharks
1548135257	4 tricks against bad cell phone reception
1548995291	Schmadtke brings Austrian Glasner to Wolfsburg
1550715243	Almost two million Germans are addicted to tablets
1551115254	Eifel residents unsettled after fires in Schleiden
1551835292	One in two does not know any of the top German candidates
1554195240	Fire department in action at roof truss fire - person resuscitated
1554215256	Police in NRW to be supplied with 20,000 smartphones
1554485291	Jogger allegedly attacked woman on the Rheinsteig trail
1554995288	Homeless people formed choir with FSJ learners
1555005242	Christchurch bomber booked diving course in Tübingen
1555815252	Supposed dead strangler found in garden
1556845242	So toxic are the colorful scented trees in cars
1557075292	"Lawyer: ""New Yorkers gave Anna Sorokin their money""."
1557315259	Planning continues for expansion of east-west axis in Cologne
1558815290	Starting Tuesday, elections can be held in Cologne
1559425247	Former operator association is disappointed about termination by the city
1559645247	Farm roads in Bad Münstereifel rededicated
1559885291	Police chase donkey and horses with public bus
1560765247	Thomas Gottschalk lashes out at media after separation
1561105241	Fashion chain Saks off 5th in Germany on the brink of extinction
1561575259	Poker for insolvent Zanders paper mill
1561785259	Shopping center in Kenten to open at the end of the year
1561975247	This Oberberger is better known in Shanghai than Lothar Matthäus
1562245259	NRW Transport Minister Wüst inaugurates Troisdorf L332n
1563795247	"Hoeneß strengthens Kovac - second would be ""no disaster"""
1563875254	This is why the Bayer Cross currently remains dark at night
1566085247	"Abi ""motto week"": police increase patrols"
1566295292	Head of a Cologne daycare center among the victims
1566855248	Secret Service chief also dismissed
1568205253	Motorcyclist seriously injured in Siegburg
1568285241	CO2 emissions in Germany down by around 4 percent
1568475295	27-year-old dies after shooting in Neuss
1571435247	New fire station in Oberwiehl inaugurated
1571635292	Snake bites into toad and gets stuck
1571715258	Renovation of Bonnstraße causes traffic jams in Brauweiler
1571885289	Pensioner dies after being shot at Bochum cemetery
1572765259	Rescue workers discover body on railroad tracks of S11
1573095249	FC Augsburg fires coach Baum and assistant Lehmann
1578085292	"Ascacibar's action was ""not intentional"""
1578605257	Police looking for man with sketch
1578955259	Researchers discover giant carnivorous mammal
1579155289	Palina Rojinski and Heiner Lauterbach shoot film in Höhenhaus
1579935258	Lukas Podolski must give up captain's armband
1581735290	Children came to the park for the great search
1581985257	Pedestrian damages cars and spits at occupants
1584305239	Diesel driving bans in Stuttgart now also for city residents
1584325289	Young skydiver dies after accidental landing
1585145239	New content
1585415288	Get your 50 euro voucher code now
1585815242	City of Cologne plans 200 new charging stations for electric cars
1586555239	What will be important this week in Cologne
1586595256	55-year-old man killed by scrap metal press during maintenance work
1587745256	Farmer allegedly killed wife with liquid manure
1588055259	How to vote in the European elections
1588535239	SPD wants to be more of a party of caretakers again
1588555239	AfD canvasses in pedestrian zone - vociferous counter-demonstrators
1588625239	Urfter accidentally discovers valuable gold nugget in river
1588695239	Museum plans divide the county seat
1588785292	Trump calls for retaliation against Harley Davidson
1588865241	Logical departure of the unsuitable
1589855258	Scheuer wants to make rail tickets cheaper
1591295294	Uninvolved woman dies from her injuries
1591705243	"""Barack Obama is being heroized in Germany"""
1591925242	With these six tips you can make it
1592575247	How to protect yourself from burglars - tips from the police
1593505295	Beginning loses connection
1593945259	For Easter there are several new attractions
1594125259	Why Oberberg's forests resemble a lunar landscape
1594375289	Apparently mentally deranged man causes panic at Easter service
1595685293	Performance in JVA Bochum - Ministry of Justice examines fee
1597305289	Markus Anfang relies on Ösi power
1597945293	358 736,34 Euro for new vehicle - 1600 liter water tank
1598035247	Democrats will never see Trump's tax returns
1598165293	Unsuccessful foreclosure - no one wants the stores
1598185293	These 5 first names are in trend this year
1599135239	Ex-national player to become coach at fourth-division club
1599255251	Citizens' petition on Abteipassage declared inadmissible
1599605293	How Bonn citizens can influence EU policy
1599825293	The story behind Cologne's most modern fire station
1600565241	Find what you need in Cologne/Bonn on ErstRaum.de
1601195293	McDonald's partially says goodbye to meat
1602155254	Bender repairs reliably - Bailey fails everything
1603065292	Study shows how often suitcases are lost on flights
1603965292	Extreme bark beetle plague expected in NRW
1604215294	Regionalliga plan in place - coach braces himself against relegation
1604645239	Spahn and Lauterbach present push for organ donation
1604785254	Bayer wins thanks to Havertz's penalty kick
1605945239	Controversial building project on the green belt takes another hurdle
1607875244	Helpers were left to their own devices during cleanup
1607905244	Outsider bites gorilla
1607985244	"""I am a Cologne"""
1607995244	Courageous reporter on the wrong track
1608015244	Loss of reality instead of grounding
1608135293	This is the new beverage trend in Cologne's Michelin-starred restaurants
1608305291	One person trapped after accident on A 61 - one dead?
1608445257	Pedestrian seriously injured in collision with Erftstadt public bus
1608615258	Ebay robber must spend several years in prison
1613845293	Meeting between Putin and Kim has begun
1614195241	Maruho wants 30 percent of Biofrontera
1614315255	Nils Politt from Cologne finishes second at Paris-Roubaix
1615205240	One dead in an apartment fire in Münsterland
1615395292	Mike Stewart becomes new coach of the Cologne Sharks
1616755251	Three-year-old plays with iPad and locks it for 49 years
1617375247	Almost 100 goldfish stolen from pond in NRW
1617385239	Discover fluffy blankets from natural materials
1617915239	Nipsey Hussle shot
1617955258	"""Fair anno dazumal"" attracts with roller coaster and theater to Kommern"
1617955289	Air shots and bengalos at wedding motorcades in Duisburg
1618195243	Germans travel more by bus and train than ever before
1619565240	Three men charged with dangerous bodily harm
1619795247	"350 motorcyclists at the ""Bergisches Anlassen"
1620055247	"""We have become too comfortable"""
1620625293	BGH rules on use of Unitymedia routers
1620635293	Truck driver crashes into barrier in front of Leverkusen bridge
1621195242	Almost ten years imprisonment for father
1622165243	Lions club supports girls' home in Nairobi
1622255255	Archaeologists discover about 4500 years old burial chamber
1622355292	These two brand ketchups are the test losers
1622585243	Rhein-Berg-Galerie celebrates its tenth anniversary
1622715275	Violent Bayer-04 fans are not allowed to approach stadium
1622995255	"""Flight shame"" is spreading - more Swedes are giving up flying"
1623775243	Smart ideas from young people
1624375243	Zipline park in Zülpicher Seepark opens on April 12
1624655247	Around 100 refugees placed in jobs
1625065239	Explosion at Lohmar campsite - meter-high flames
1625685290	"""A crazy energy emanates from him""."
1627255243	Space for the new road traffic office in Gummersbach
1627685239	"Electricity more expensive than ever: ""Rise will become entrenched"""
1628165253	Peter Bosz has no doubts - and expects a win in Stuttgart
1628965259	New commuter rail track to run through nature reserve
1628975290	Toddler falls into shaft
1629175256	How three women made their way out of loneliness
1629245291	Rumors and truths about vaccination in a fact check
1629515292	Man goes after police officer with combat knife
1629915275	Trump posts 'Game of Thrones'-style tweet
1630085259	Residents in Alkenrath get into a rage over expensive ramp
1630425290	20 years of service to the library
1631175259	Burscheider Tafel gains solar energy for the refrigerators
1631375239	"Carolin Kebekus makes Gummersbach a part of ""Pussy Nation"
1632795243	Missing child reappeared after eight years
1633795259	Zülpich Greens fear negative impact on bus plan
1634165288	Cyclists gave the city clear orders
1634175288	A tulip tree for the city park
1634295288	The citizen bus celebrates its fifth birthday
1634375295	A hurricane of frustration blows through Müngersdorf
1634535239	Waiver of driving bans: Clean air plan comes into force
1634935259	Parking and connectivity to solve traffic chaos
1635095258	The regulatory service moves to the police station
1635565258	Glyphosate use will not be banned for the time being
1636305258	Youth club in Elsdorf has opened again
1636315250	Bayer Group must finally provide clarity
1636435249	FC wants to extend winning streak - Next chance for Modeste?
1637385242	More than 100 firefighters at large-scale operation in Schöneseiffen
1638655255	Chancellery must provide information on Böhmermann trial
1638695247	Police confiscate ecstasy pills at Cologne central station
1638955239	Vietnamese woman sentenced to prison for attack on Kim brother
1639965246	"""A college of our own is only an idea so far""."
1641395245	Exhibitionist from S11 turns himself in to police
1641745247	Dirk Nowitzki reaches next milestone in the NBA
1641825293	How Oberberg's students find affordable housing
1641975244	Bayer Board of Management not to be discharged
1641995244	The wedding room of the registry office Leichlingen now on the fourth floor
1642015244	German headquarters opened in Sindorf - space for 600 employees
1642025244	City to consider whether cameras are allowed on cattle square
1642075244	Earth dumps along the A4 under discussion
1642095244	State agency announces new traffic lights for early 2020
1642185260	Kölsch sales increased carnival 2019 by more than 33 percent
1642925239	Directional dispute in the Archdiocese of Cologne intensifies
1642995244	Eitorfer market place is to be redesigned
1643185244	Anton Hofreiter wants to lower voting age to 16
1643385239	Barack Obama comes to Cologne, but much is still secret
1643425291	Pool on skyscraper becomes a waterfall
1644175246	This is what you should look for in down comforters
1644255257	Mechernicher seriously injured with chainsaw
1644585242	An end to unsolicited groups in the future
1644955239	They help where help is needed
1646505254	Filming in renovated TV presidium
1646675295	Kevin Volland becomes man of the evening in Augsburg
1647035255	Jürgen Becker as a househusband behind the hunter's fence
1647325243	This is how the AfD politician's chances stand
1647455293	Giant bird is auctioned after killing its owner
